channelId,period,chats,memberChats,uniqueChatters,uniqueMembers,nonMemberPercentage
UC4WvIIAo89_AzGUh1AZ6Dkg,2021-12,308916,134531,14295,1278,91.0598111227702
UC8rcEBzJSleTkf_-agPM20g,2021-12,656760,286575,31004,3322,89.28525351567541
UCJ46YTYBQVXsfsp8-HryoUA,2021-12,85633,42469,1574,197,87.4841168996188
UCRWF6QSuklmwY3UJHyVTQ1w,2021-12,20739,0,620,0,100.0
UCKJexadCeNo3lu0U20skmNg,2021-12,62418,38074,1516,105,93.07387862796834
UC6TfqY40Xt1Y0J-N18c85qQ,2021-12,44501,22958,2239,173,92.27333631085305
UC5ek2GWKvUKFgnKSHuuCFrw,2021-12,26689,17759,1066,169,84.14634146341463
UC9EjSJ8pvxtvPdxLOElv73w,2021-12,184261,72573,8252,378,95.41929229277751
UCDl5qfjqZR5MLN1pogAgBog,2021-12,37216,24009,907,127,85.99779492833517
UC2L0MeiLsfJf4rH_xTVteDw,2021-12,16432,8192,1407,134,90.47619047619048
UCtk3KnxYCoGiyrLVdIOgG1Q,2021-12,17316,8751,1257,159,87.3508353221957
UCkieJGn3pgJikVW8gmMXE2w,2021-12,265352,51106,15737,831,94.71945097540826
UChSvpZYRPh0FvG4SJGSga3g,2021-12,64888,42988,2585,481,81.3926499032882
UCFsWaTQ7kT76jNNGeGIKNSA,2021-12,138626,85547,1609,214,86.69981354878806
UCa9Y57gfeY0Zro_noHRVrnw,2021-12,470766,297727,13766,1966,85.71843672817086
UC2hWFlqMew61Jy6A8zu5HzQ,2021-12,31782,19512,972,76,92.18106995884774
UCnvVG9RbOW3J6Ifqo-zKLiw,2021-12,62495,25939,3326,314,90.55923030667469
UC0TXe_LYZ4scaW2XMyi5_kw,2021-12,30470,18034,3001,659,78.04065311562812
UCHsx4Hqa-1ORjQTh9TYDhww,2021-12,1334540,753005,52079,4377,91.59546074233377
UCiMG6VdScBabPhJ1ZtaVmbw,2021-12,91993,33881,6539,303,95.36626395473314
UCBAeKqEIugv69Q2GIgcH7oA,2021-12,132275,98799,909,178,80.41804180418042
UCCJcCWrbQzz6eDhX4M1CUwg,2021-12,32554,21944,488,128,73.77049180327869
UCpNH2Zk2gw3JBjWAKSyZcQQ,2021-12,65698,19032,8350,277,96.68263473053892
UC3MBUvkVTI9p-p0be7y7TQA,2021-12,122603,0,1391,0,100.0
UCk--7D107cvb6PKqAiAK5uQ,2021-12,22421,15299,1533,276,81.99608610567515
UCYTz3uIgwVY3ZU-IQJS8r3A,2021-12,163649,88812,2403,309,87.14107365792759
UC0Owc36U9lOyi9Gx9Ic-4qg,2021-12,376010,276355,6051,745,87.68798545694926
UC5XQhzMH08PgWa4Zp02Gcsw,2021-12,67626,51974,940,149,84.14893617021276
UCAoy6rzhSf4ydcYjJw3WoVg,2021-12,103193,42496,8985,381,95.75959933222038
UCrhhJPNsOqzNIkUfTABoSpg,2021-12,17784,11301,651,126,80.64516129032258
UCSlcMof1GIPvH6H_VcknCbQ,2021-12,47323,30175,1207,415,65.6172328086164
UCwXfrtn26oj7JW9fwB_z1bw,2021-12,33957,18454,1078,156,85.52875695732838
UCZIFph1bYyGxmFkkNNLAKdA,2021-12,37558,12927,783,35,95.53001277139208
UCLnKUWEIEVESNY-537GRU3g,2021-12,65520,0,1262,0,100.0
UCwvycbDmTqmtVTkl9eUp0cA,2021-12,2095,0,306,0,100.0
UCRUFY2ZCyVOvC-1rJIVZlKg,2021-12,36072,13084,1769,136,92.31204070096099
UCZdHIwgiWwtXGOUtcEToiTw,2021-12,21407,14964,519,93,82.08092485549133
UCerkculBD7YLc_vOGrF7tKg,2021-12,123688,64898,4606,479,89.60052105948762
UCeGendL8CO5RkffB6IFwHow,2021-12,42105,21777,2234,205,90.82363473589973
UC2JWNoJJ8MRZkgINm2IhH7Q,2021-12,47288,23667,1294,140,89.18083462132921
UCCzUftO8KOVkV4wQG1vkUvg,2021-12,946081,638946,47500,7196,84.85052631578948
UC3Z7UaEe_vMoKRz9ABQrI5g,2021-12,64990,49425,973,94,90.33915724563207
UC-SSusywniohnRHif72eYdw,2021-12,49680,36271,1343,144,89.2777364110201
UCuORn0gpP7nIM0M-H5oN7uw,2021-12,67727,43600,1490,148,90.06711409395973
UC01gb86Qdlkh23Nqk3A1OLQ,2021-12,32245,23792,656,131,80.03048780487805
UCKeAhJvy8zgXWbh9duVjIaQ,2021-12,218751,109178,6557,444,93.2286106451121
UCRm6lqtdxs_Qo6HeL-SRQ-w,2021-12,186583,65182,9881,429,95.65833417670277
UCw1KNjVqfrJSfcFd6zlcSzA,2021-12,29101,0,943,0,100.0
UCtCnnCUn9IDDQRU9_04JD3g,2021-12,13526,251,2000,14,99.3
UCBC7vYFNQoGPupe5NxPG4Bw,2021-12,119467,110426,2165,1046,51.68591224018476
UCdyqAaZDKHXg4Ahi7VENThQ,2021-12,569649,377419,32696,4116,87.4113041350624
UCQ0UDLQCjY0rmuxCDE38FGg,2021-12,271266,151096,20657,1787,91.34917945490632
UCN5bD1YYapThOeadG7YkBOA,2021-12,26543,23297,361,94,73.9612188365651
UCbT_hixd5zKuuuOk6vt3zCA,2021-12,5982,3246,258,31,87.98449612403101
UC_vMYWcDjmfdpH6r4TTn1MQ,2021-12,2431872,470699,75175,8412,88.81010974393084
UChgTyjG-pdNvxxhdsXfHQ5Q,2021-12,424587,202496,18858,1027,94.55403542263231
UCc5bWVuWyL74ngKNjm49hdw,2021-12,29817,22680,978,319,67.38241308793455
UCkIimWZ9gBJRamKF0rmPU8w,2021-12,148400,89933,5536,665,87.98771676300578
UCZwsOhl_T0k2Sgf7S3JReNQ,2021-12,12067,6814,349,38,89.11174785100286
UC3xG1XWzAKt5dxSxktJvtxg,2021-12,78471,0,2076,0,100.0
UCmbs8T6MWqUHP1tIQvSgKrg,2021-12,998185,528964,59980,6475,89.20473491163722
UCDqI2jOz0weumE8s7paEk6g,2021-12,218644,126813,11159,1104,90.10664037996237
UCVKdX-jZ0frmU4SJm43yh6g,2021-12,23587,17665,418,125,70.09569377990431
UC9mf_ZVpouoILRY9NUIaK-w,2021-12,58329,34452,2395,274,88.55949895615866
UCyLGcqYs7RsBb3L0SJfzGYA,2021-12,146868,66895,8857,617,93.03375860900982
UCxJ9SJLG7dA00M7VoEe4ltw,2021-12,59955,37918,1388,207,85.0864553314121
UCNVEsYbiZjH5QLmGeSgTSzg,2021-12,261909,124149,9532,912,90.43222828367604
UCV-9dgtVXHmqvzY9qdvoGYA,2021-12,35943,14572,1416,128,90.96045197740112
UCiqtXLBjDT6TRLhetkqO4nA,2021-12,106005,20201,6037,94,98.44293523273149
UCP9ZgeIJ3Ri9En69R0kJc9Q,2021-12,388405,315196,3091,1119,63.798123584600454
UCcD_EdnJcOjJMohDn435D3w,2021-12,43014,25150,856,103,87.96728971962617
UCIcAj6WkJ8vZ7DeJVgmeqKw,2021-12,188925,95663,11405,1212,89.37308198158702
UCsFn_ueskBkMCEyzCEqAOvg,2021-12,88535,53926,3616,672,81.41592920353983
UCpNu3ngL8XHyQ0-T5I8dB2g,2021-12,65104,47447,816,166,79.65686274509804
UCJFZiqLMntJufDCHc6bQixg,2021-12,566052,0,61927,0,100.0
UCGWa1dMU_sDCaRQjdabsVgg,2021-12,43178,19473,2873,255,91.12426035502959
UCpJtk0myFr5WnyfsmnInP-w,2021-12,42693,24977,2617,325,87.58119984715323
UCBLqkkSpOi6a95Lf4BsTh7Q,2021-12,153457,0,8792,0,100.0
UCbc8fwhdUNlqi-J99ISYu4A,2021-12,203482,93766,8407,669,92.04234566432734
UCP4nMSTdwU1KqYWu3UH5DHQ,2021-12,585975,314790,18793,1989,89.41627201617624
UChXm-xAYPfygrbyLo2yCASQ,2021-12,51478,37205,833,156,81.27250900360144
UCD5W21JqNMv_tV9nfjvF9sw,2021-12,112858,29131,5461,730,86.63248489287676
UCurEA8YoqFwimJcAuSHU0MQ,2021-12,55306,25265,4590,318,93.0718954248366
UCGNI4MENvnsymYjKiZwv9eg,2021-12,65698,36507,2107,341,83.81585192216421
UCwePpiw1ocZRSNSkpKvVISw,2021-12,136246,103784,2225,399,82.06741573033707
UCfipDDn7wY-C-SoUChgxCQQ,2021-12,189052,34926,5314,251,95.27662777568686
UCo5pboqAxtr5gOFSDBGD09w,2021-12,30608,14550,747,83,88.88888888888889
UCmVomBV_EV5WpXhlyqBXUww,2021-12,14262,10255,576,84,85.41666666666666
UC5LyYg6cCA4yHEYvtUsir3g,2021-12,334622,195851,13745,2157,84.30702073481265
UCZgOv3YDEs-ZnZWDYVwJdmA,2021-12,33247,12293,2770,293,89.42238267148015
UCH1B9AR8sfWJVf9zcu9rbGg,2021-12,32162,26621,634,203,67.98107255520505
UCZfQRuwSLty74QAj55BaKlA,2021-12,15993,0,559,0,100.0
UCZYyhgoV314CM14zBD6vd4A,2021-12,115645,59986,4384,414,90.55656934306569
UCFjU-kRnqfn9wtcGsFbe7aA,2021-12,1685,1137,88,15,82.95454545454545
UC1uv2Oq6kNxgATlCiez59hw,2021-12,502755,278686,31182,3044,90.23795779616447
UC1zFJrfEKvCixhsjNSb1toQ,2021-12,98442,70598,5976,871,85.42503346720214
UClV7gDF9sUzu4jJCK7rCYkQ,2021-12,24020,14262,305,85,72.1311475409836
UCJvlpuVIAyx34oYXi-uciNQ,2021-12,112276,0,1060,0,100.0
UC5qSx7KzdRwbsO1QmJc4d-w,2021-12,33748,11157,3122,128,95.90006406149904
UC9oudjCTHL2BfwxfDwI18eg,2021-12,12557,10225,390,106,72.82051282051282
UCxLgvntienV0kwNLxrbcmyQ,2021-12,102710,78837,828,171,79.34782608695652
UCk5r533QVMgJUdWwqegH2TA,2021-12,17234,5907,967,52,94.62254395036194
UClxrt4pRmaqQnSlDii3EJBQ,2021-12,38523,21724,854,120,85.94847775175644
UCyb-cllCkMREr9de-hoiDrg,2021-12,129597,93159,2049,819,60.02928257686676
UCV5ZZlLjk5MKGg3L0n0vbzw,2021-12,183128,58663,10865,517,95.2416014726185
UCahgMxSIQ2zIRrPKhM6Mjvg,2021-12,70633,21152,4661,188,95.96653078738468
UCV4EoK6BVNl7wxuxpUvvSWA,2021-12,38575,18428,1222,163,86.66121112929623
UCnJ-ocjLykKU4c7INl5Us6Q,2021-12,243944,0,1457,0,100.0
UCjXBuHmWkieBApgBhDuJMMQ,2021-12,74640,43822,4209,436,89.64124495129484
UCZilc7jP-X_92Fii1uTIs0Q,2021-12,34175,16697,970,119,87.73195876288659
UCShXNLMXCfstmWKH_q86B8w,2021-12,7540,0,1542,0,100.0
UCzUNASdzI4PV5SlqtYwAkKQ,2021-12,138311,56516,12046,715,94.06441972438984
UC7CtvN04ublW4LGTPksG6mg,2021-12,36949,25729,1400,246,82.42857142857143
UCMMnAFarbXqv6SEImoANlAQ,2021-12,16927,7327,333,54,83.78378378378379
UCoFEbNyIRUS26-hf2AucwFw,2021-12,46796,38538,768,154,79.94791666666666
UChrTMfNcD1eN2ENGWBD7lUQ,2021-12,106288,45778,8638,495,94.26950683028478
UCpLvJ42sm-edPGF8pKJonOQ,2021-12,31565,8151,302,40,86.75496688741721
UCwrjITPwG4q71HzihV2C7Nw,2021-12,166770,93604,5981,401,93.29543554589533
UCdn5BQ06XqgXoAxIhbqw5Rg,2021-12,1834963,842514,103366,8050,92.21213938819342
UCykgAuIjn70_CXLNjZ8zppQ,2021-12,102705,77420,1581,299,81.08791903858318
UCxWAL-c1psONO_DfG-cq2iA,2021-12,92091,67687,5578,1940,65.22050914306203
UCijNnZ-6m8g85UGaRAWuw7g,2021-12,5872,1409,587,16,97.27427597955707
UCtpB6Bvhs1Um93ziEDACQ8g,2021-12,47064,24890,2754,281,89.79665940450255
UCLyTXfCZtl7dyhta9Jg3pZg,2021-12,144106,110752,2411,496,79.42762339278308
UC8yXRB_jKDeapwQak2i30EA,2021-12,5757,1484,247,20,91.90283400809717
UC59t349CdSDtqNS0hNzwBjQ,2021-12,28831,8875,2203,56,97.45801180208807
UCHTnX0CSX_KObo5I9WuZ64g,2021-12,51958,23030,1775,175,90.14084507042254
UC47rNmkDcNgbOcM-2BwzJTQ,2021-12,415992,0,17834,0,100.0
UCswvd6_YWmd6riRk-8oT-sA,2021-12,26823,8542,2145,139,93.51981351981352
UChAOCCFuF2hto05Z68xp56A,2021-12,100453,72604,1497,350,76.61990647962593
UCZ5dNZsqBjBzbBl0l_IdmXg,2021-12,40524,11960,2103,80,96.1959106038992
UCRV9d6YCYIMUszK-83TwxVA,2021-12,24997,9386,1353,63,95.34368070953437
UC3lNFeJiTq6L3UWoz4g1e-A,2021-12,95705,50590,4097,717,82.49938979741273
UCQjGy9ZkIuqqzrqyLvml4Bg,2021-12,1,0,1,0,100.0
UCb6ObE-XGCctO3WrjRZC-cw,2021-12,57460,23657,3238,269,91.69240271772699
UCmWqYB6y8gSfPONWGspuOWQ,2021-12,9133,5314,375,88,76.53333333333333
UCkL9OLKjIQbKk2CztbpOCFg,2021-12,9569,0,1010,0,100.0
UCRf7OJA3azS4RsGd_G96FUw,2021-12,66401,28639,5190,314,93.94990366088632
UCPuqNtP0QO5uNUir6L7U-5g,2021-12,13651,11019,291,46,84.19243986254295
UCLjx3lqIkYkPCBJop8czJ2A,2021-12,50720,18368,2463,258,89.52496954933008
UCyY6YeINiwQoA-FnmdQCkug,2021-12,45994,0,566,0,100.0
UCgTzsBI0DIRopMylJEDqnog,2021-12,19503,9364,1196,109,90.88628762541806
UCIu-aUArYq_H84dBpCAokMA,2021-12,88705,36947,6764,652,90.36073329390894
UCq8ewJ7MMd-sWixhlJ1tWuw,2021-12,2455,0,110,0,100.0
UCPdKdMpXlmwcGdfiUTNusfg,2021-12,32936,22023,1129,166,85.29672276350753
UCl-3q6t6zdZwgIsFZELb7Zg,2021-12,93041,45644,942,204,78.343949044586
UC04QM30wwa0qMs101Mwz29w,2021-12,13729,6133,1344,65,95.16369047619048
UCq6EBsKaFIUpac6fPkGu2PQ,2021-12,46627,30423,770,106,86.23376623376623
UCIFQuGbLFsSduuFpALAj1sw,2021-12,555,0,59,0,100.0
UCVdX1tXsZs-BHdQ-ODP2X4A,2021-12,7411,5779,158,49,68.9873417721519
UCp-5t9SrOQwXMU7iIjQfARg,2021-12,451237,321213,23273,4149,82.17247454131396
UCWsfcksUUpoEvhia0_ut0bA,2021-12,78054,0,6174,0,100.0
UCj_KuUzpOXAliYEesJwdrbw,2021-12,111348,18898,4783,249,94.79406230399331
UC7WY5VP-P-rSb2ES5npk8yA,2021-12,40109,27728,1980,287,85.5050505050505
UCQaJqos8UXzEWYtnpIZeclA,2021-12,13504,4402,625,27,95.67999999999999
UCYQgNMUfReVWZspzSSexMGQ,2021-12,12192,0,259,0,100.0
UClqZm49qdCGaV96s2ZN9--Q,2021-12,22207,0,1324,0,100.0
UCrlV1Iy0clxpfBADND4ONIQ,2021-12,9667,2955,521,37,92.89827255278311
UCeK9HFcRZoTrvqcUCtccMoQ,2021-12,63720,33758,2087,153,92.6689027311931
UCDgH-CfHO85D0rxtXnXeN2w,2021-12,11231,8155,403,145,64.01985111662532
UClMEozXfSVOS3xcF2ZQJqfw,2021-12,3947,0,237,0,100.0
UCPf-EnX70UM7jqjKwhDmS8g,2021-12,53628,17807,2192,137,93.75
UCfeznQrLe9URem6xJmWQVlw,2021-12,23208,8115,669,50,92.52615844544096
UCpQBfGlXMoyu9eIgQDSHs2A,2021-12,14033,10732,240,80,66.66666666666666
UCXp7sNC0F_qkjickvlYkg-Q,2021-12,93990,73192,1853,342,81.54344306529951
UC5cbSyFTohO2_PJAqr-6NFA,2021-12,17868,8665,716,82,88.54748603351955
UCn14Z641OthNps7vppBvZFA,2021-12,3563,2195,226,42,81.41592920353983
UC7HixHznciTQf1DhlbBIZmA,2021-12,9549,6289,187,64,65.77540106951871
UChMPicpTxVNAMOmz7fQEVpA,2021-12,35663,30962,613,77,87.43882544861337
UCmZ1Rbthn-6Jm_qOGjYsh5A,2021-12,616110,340944,15772,1596,89.8808014202384
UCOfuarJ9_C5OAD0mGS7KCyg,2021-12,55156,24453,1846,150,91.87432286023835
UCFvEuP2EDkvrgJpHI6-pyNw,2021-12,1814,1303,135,22,83.7037037037037
UChLfthKoUV502J7gU9STArg,2021-12,167508,38534,19585,504,97.42660199131988
UCuaDidGk4HNLOnQE9wzMMeQ,2021-12,42861,31849,1037,122,88.23529411764706
UCH11P1Hq4PXdznyw1Hhr3qw,2021-12,91482,51542,2429,310,87.23754631535611
UC36tM-mb6ve_OA3jPynxp7g,2021-12,57835,37461,675,112,83.4074074074074
UCXU7YYxy_iQd3ulXyO-zC2w,2021-12,190990,110926,6562,1378,79.00030478512649
UC0u_-3zgLkSYpQOxlBi-5Ng,2021-12,26857,13868,1365,220,83.88278388278388
UCmT0aSHuf-tb8UsvARLEjgg,2021-12,4656,2628,200,50,75.0
UCHPfTzszxxBC2whb9vWaHPg,2021-12,3889,0,649,0,100.0
UC-o-1qjKkMLq-ZFxXIzOUBQ,2021-12,23856,15060,998,232,76.75350701402806
UCfiK42sBHraMBK6eNWtsy7A,2021-12,19402,13091,534,150,71.91011235955057
UCE5VgVGRPfNCjXPeTe1QJHA,2021-12,42041,24085,1371,175,87.23559445660102
UC84RYorF7UcJzt_iAYXBisA,2021-12,1596,896,167,40,76.04790419161677
UCjv4bfP_67WLuPheS-Z8Ekg,2021-12,154329,104264,6027,1258,79.12726066036171
UCeqIMtLuGc3YgwkhEaG8oDg,2021-12,8310,3978,431,77,82.13457076566125
UCutz6S1DcEHPnEb_r9ztkzg,2021-12,72415,33986,3094,172,94.44085326438267
UCOrjRyXJpMzfQFLWuWzGwlg,2021-12,2170,578,165,21,87.27272727272727
UC8UZk3EE_LPxWNyQ7RUDCYA,2021-12,15023,0,763,0,100.0
UCt7_srJeiw55kTcK7M9ID6g,2021-12,79638,50272,2633,390,85.18799848082035
UCVbRXkQP-LumaBzfw-wsrrg,2021-12,19572,0,320,0,100.0
UC2rIXE0D3Vb8kS48DQrW-Jg,2021-12,30948,21704,552,140,74.63768115942028
UCkPIfBOLoO0hVPG-tI2YeGg,2021-12,150083,90124,4892,718,85.32297628781684
UCXW4MqCQn-jCaxlX-nn-BYg,2021-12,366486,230377,9474,1088,88.5159383576103
UC1DCedRgGHBdm81E1llLhOQ,2021-12,2778103,1832199,79692,12568,84.22928273854339
UCFVkfdFmaOh7BCtrqw8YvaA,2021-12,19907,9407,1026,90,91.22807017543859
UCgYCMluaLpERsyNXlPOvBtA,2021-12,302976,93135,13137,586,95.53931643449798
UC4J0GZLM55qrFh2L-ZAb2LA,2021-12,41596,19496,1117,62,94.44941808415398
UCeShTCVgZyq2lsBW9QwIJcw,2021-12,96815,43111,6159,430,93.01834713427505
UCbEkHjG43yPMGq5W08jq1TQ,2021-12,27893,0,1120,0,100.0
UCiLt4FLjMXszLOh5ISi1oqw,2021-12,39300,33444,633,209,66.9826224328594
UCZ8HRnRgOhsjsnEPU37m4Cg,2021-12,22755,13449,783,60,92.33716475095785
UC_kJ27jGTWYniW-Xy3Ms5Cw,2021-12,10465,7666,192,44,77.08333333333334
UCJ4VZaUiVC2vpN7TXG85M5g,2021-12,63007,47746,1466,425,71.00954979536152
UCvInZx9h3jC2JzsIzoOebWg,2021-12,876940,655435,30930,4507,85.4283866795991
UCZszUCQMhWNVMxp6CSoyWoA,2021-12,51053,22066,1311,94,92.82990083905416
UCODNLyn3L83wEmC0DLL0cxA,2021-12,24177,15633,1333,346,74.04351087771943
UCRHLyB45qqoK_FUcELJV40w,2021-12,20925,14160,529,62,88.27977315689981
UCGh2ayeu039mnMqmpVy7gQA,2021-12,1445,0,191,0,100.0
UC4YaOt1yT-ZeyB0OmxHgolA,2021-12,66420,35170,6127,558,90.89276970785049
UClxHGWFGOA-Mt0It-kQZAdQ,2021-12,14459,0,796,0,100.0
UCSH4t_nhsNIoxPza4ooYqaA,2021-12,6176,2107,515,32,93.7864077669903
UCMUmvaIF0-fBHzxt1PLOq3A,2021-12,18466,4602,1157,61,94.72774416594642
UCqjTqdVlvIipZXIKeCkHKUA,2021-12,292043,0,10132,0,100.0
UCMp55EbT_ZlqiMS3lCj01BQ,2021-12,63669,14754,4231,220,94.80028362089341
UCwUNuXd6rN08SQFzlIH4Ozg,2021-12,81719,47912,2961,517,82.53968253968253
UCSgheR9xOIcQjlkeXqIofLQ,2021-12,71669,0,1713,0,100.0
UCrWkFUu3DK5XpYBUPDC5uLA,2021-12,185362,79775,11252,960,91.46818343405617
UCvUc0m317LWTTPZoBQV479A,2021-12,255579,136873,11478,997,91.31381773828193
UCqXvL55GYHtRZhBS03LVGnQ,2021-12,14407,9080,471,101,78.55626326963908
UC-6rZgmxZSIbq786j3RD5ow,2021-12,794872,523527,17397,2978,82.8821061102489
UCuep1JCrMvSxOGgGhBfJuYw,2021-12,545453,292380,17483,1366,92.18669564720014
UCXUb2wcPPg7mPMaanF7Q_zw,2021-12,3646,0,270,0,100.0
UC3EhsuKdEkI99TWZwZgWutg,2021-12,105120,51996,4873,326,93.31007592858609
UC2kyQhzGOB-JPgcQX9OMgEw,2021-12,189886,125470,2353,429,81.76795580110497
UCRcLAVTbmx2-iNcXSsupdNA,2021-12,114336,81643,4320,704,83.7037037037037
UC23pFx4llMrwDvGJ7DqT87Q,2021-12,9222,6155,320,31,90.3125
UCB1s_IdO-r0nUkY2mXeti-A,2021-12,40558,23603,1848,409,77.86796536796537
UCpBCiBjOoZanFhj-49LgcDg,2021-12,29444,0,480,0,100.0
UCCebCRguPlkvWemz2dKxWIA,2021-12,169640,89526,3907,485,87.58638341438444
UC--zuEfONeFXPvLqX0Kvbuw,2021-12,112921,0,1207,0,100.0
UCmqrvfLMws-GLGHQcB5dasg,2021-12,36860,21434,1049,169,83.88941849380362
UCMIdnCqg2aqUS2V3ByzoBcg,2021-12,7327,4433,347,42,87.89625360230548
UCHVXbQzkl3rDfsXWo8xi2qw,2021-12,350077,187314,16080,1738,89.19154228855722
UCdrQWcX7XLDSUEh9SAxnyBg,2021-12,9372,4881,292,34,88.35616438356165
UCOmjciHZ8Au3iKMElKXCF_g,2021-12,22694,3154,2646,65,97.54346182917611
UC7XCjKxBEct0uAukpQXNFPw,2021-12,50411,40744,2583,1276,50.600077429345724
UCFGc2HPJyNXCa61ipu2Tnbw,2021-12,153572,42088,6647,147,97.78847600421243
UCnzZmBOSrQf2wDBbnsDajVw,2021-12,18893,7721,1075,83,92.27906976744185
UCwXOUuxUxCJ1yD0JfogUvMg,2021-12,27218,18629,518,78,84.94208494208493
UCJQMHCFjVZOVRYafR6gY04Q,2021-12,3140,1783,134,27,79.8507462686567
UCJvCDGShDAxcqe-MdwUcJjA,2021-12,8992,2838,471,33,92.99363057324841
UCSCmu_VjL4RR7rBjrvSAwSg,2021-12,1180,739,67,15,77.61194029850746
UC8g5_Cua_Q8dkrbRl4uDEkQ,2021-12,841,530,107,23,78.50467289719626
UCTew_otbB25Ui2TQp2svHbg,2021-12,12809,0,388,0,100.0
UCKRGwowORbvAnoeZ-G06duQ,2021-12,14673,0,537,0,100.0
UCxm2qC7Z7cjDAd6yPyl-sKQ,2021-12,73084,54182,1074,265,75.32588454376163
UCSFaf99eT5T4wNN1O2Z3NZg,2021-12,5951,1877,1048,74,92.93893129770993
UCXtQTtPJedfjqEPysorbsMg,2021-12,92426,48248,4718,423,91.034336583298
UC7yqc24BjJwi3PoqhXrx6og,2021-12,95632,69223,1320,263,80.07575757575758
UC18VFVHU39UjKn3dr9sVEKA,2021-12,30342,5319,1343,57,95.75577066269545
UC4lCGN8XFyThIK_E2dlwIow,2021-12,1520,0,56,0,100.0
UCKMYISTJAQ8xTplUPHiABlA,2021-12,373639,86851,18174,850,95.32298888522065
UC3Yu6xnvxBE4n6oZl-nvUrQ,2021-12,9541,0,125,0,100.0
UChEe0jSUdb2ox9wQFYkByEQ,2021-12,6806,1866,986,41,95.84178498985801
UCUKngXhjnKJ6KCyuC7ejI_w,2021-12,6024,1783,360,30,91.66666666666666
UCryOPk2GZ1meIDt53tL30Tw,2021-12,182856,91354,6740,605,91.02373887240356
UCjXJYPsKxoJyc-1RPB6dSyw,2021-12,42122,19234,1457,109,92.51887439945092
UCB7sSUNwh_dXE7ZL3DsGDpw,2021-12,1411,752,162,31,80.8641975308642
UCsA8nM8e5--IdeRaxZwTWHg,2021-12,3705,2955,281,117,58.362989323843415
UCQLyq7TDKHlmp2Ufd5Z2qMw,2021-12,23883,7606,3160,197,93.76582278481013
UC_HrzgYmapddmGSfn2UMHTA,2021-12,30991,16301,859,145,83.1199068684517
UCw-jEa3_788VkvM2zHzrDnw,2021-12,5814,3628,480,49,89.79166666666667
UCyn3sHnu7Q2D4vF7jhd6fzQ,2021-12,4703,0,271,0,100.0
UCveZ9Ic1VtcXbsyaBgxPMvg,2021-12,64264,30678,2724,431,84.17767988252571
UCatSdbBdnsXgFpCyhJ7jYGg,2021-12,10942,6396,616,76,87.66233766233766
UCCHH0nWYXFZmtDS_4tvMxHQ,2021-12,45517,29860,1374,199,85.51673944687045
UCnqDxEcVsvt7WpDy0px1HgA,2021-12,3621,1639,466,45,90.34334763948499
UCYOjhswZ0y5KYoLdMNR5QvQ,2021-12,5787,2626,177,15,91.52542372881356
UC_82HBGtvwN1hcGeOGHzUBQ,2021-12,103793,58819,3402,311,90.85831863609641
UCgmFrRcyH7d1zR9sIVQhFow,2021-12,439959,335294,11007,2662,75.81539020623241
UCghSSXNbZRmPAv3UaS8g21A,2021-12,2839,0,86,0,100.0
UCajhBT4nMrg3DLS-bLL2RCg,2021-12,244870,147658,11958,1117,90.65897307242014
UCoztvTULBYd3WmStqYeoHcA,2021-12,488494,194873,20776,1131,94.55621871390065
UCx_A6fns9qKjybu-6k0ur1g,2021-12,52243,0,964,0,100.0
UCIBj1-d71vKjRftiauF50pg,2021-12,20976,5504,1090,62,94.3119266055046
UC6HjtF2rHZO8gAsX5FXF-Kg,2021-12,70437,39255,2120,250,88.20754716981132
UCuPrcSmgo6twlAQzwYPlSkQ,2021-12,12131,3055,552,36,93.47826086956522
UCg63a3lk6PNeWhVvMRM_mrQ,2021-12,80971,24947,7072,224,96.83257918552036
UCobEOOm5RDIupAg5bpZ31Dg,2021-12,3790,2103,170,25,85.29411764705883
UCmovZ2th3Sqpd00F5RdeigQ,2021-12,514241,0,19110,0,100.0
UCUZ5AlC3rTlM-rA2cj5RP6w,2021-12,332038,251876,3387,1160,65.75140242102155
UC6wvdADTJ88OfIbJYIpAaDA,2021-12,862447,645805,19798,4019,79.69996969390849
UCh03lxwbX8zXkeGyOMZJ9Ow,2021-12,24042,8528,1937,85,95.61177077955601
UCBhhDcVyOAhmUERi1PsQ4Rw,2021-12,112637,80879,1420,398,71.9718309859155
UCerH0KOGyPaC5WueExiicZQ,2021-12,57493,40383,1002,175,82.53493013972056
UC2Rr7mILebYLTjd38DNNUTw,2021-12,57477,3168,2216,30,98.6462093862816
UCwL7dgTxKo8Y4RFIKWaf8gA,2021-12,103408,72269,3631,466,87.16606995318095
UCC5q6CpuDflPvO7pNn52RGQ,2021-12,17685,7278,919,108,88.2480957562568
UC2gPbOjo_NM2QeroArW8Yeg,2021-12,36648,10857,886,92,89.61625282167043
UC6B5ARoyTKS5S3-mz2WzYig,2021-12,65037,29166,1897,207,89.08803373748023
UClS6k3w1sPwlVFqK3-yID5A,2021-12,7315,5427,307,84,72.63843648208469
UC3uoOH4N2F4T9FyAGDwM6Ow,2021-12,7829,5329,557,228,59.06642728904848
UC0g1AE0DOjBYnLhkgoRWN1w,2021-12,383736,173184,15595,791,94.92786149406861
UCl1oLKcAq93p-pwKfDGhiYQ,2021-12,29487,21111,1147,191,83.34786399302529
UCgttI8QfdWhvd3SRtCYcJzw,2021-12,59116,43306,3091,325,89.48560336460693
