channelId,period,chats,memberChats,uniqueChatters,uniqueMembers,nonMemberPercentage
UCpnvhOIJ6BN-vPkYU9ls-Eg,2021-08,71512,45362,1619,287,82.27300802964793
UCw-jEa3_788VkvM2zHzrDnw,2021-08,7442,4309,608,51,91.61184210526315
UCqjTqdVlvIipZXIKeCkHKUA,2021-08,451676,0,13177,0,100.0
UCs-lYkwb-NYKE9_ssTRDK3Q,2021-08,47808,35981,1107,130,88.25654923215899
UCyO7wyh07pYJaZk51OV75bA,2021-08,92283,21860,4764,294,93.82871536523929
UC3iwL9Yz8LcKkJsnLPevOTQ,2021-08,44458,0,908,0,100.0
UCkPIfBOLoO0hVPG-tI2YeGg,2021-08,131123,69725,5061,649,87.17644734242245
UCRV9d6YCYIMUszK-83TwxVA,2021-08,12030,2675,912,57,93.75
UCa5g-Q_NT2COXiSS55bwXVQ,2021-08,8548,0,188,0,100.0
UCafG1bj6Qtcbn4bozcicWfA,2021-08,39028,24386,1816,259,85.73788546255507
UCRcLAVTbmx2-iNcXSsupdNA,2021-08,90001,60640,3330,520,84.38438438438438
UCgYCMluaLpERsyNXlPOvBtA,2021-08,224584,59750,11763,422,96.41247980957239
UC8oPnditPSp5lZu45fnXWCA,2021-08,1191514,435576,21583,2718,87.40675531668442
UCfipDDn7wY-C-SoUChgxCQQ,2021-08,235888,70986,7105,330,95.35538353272344
UCsHILl-8i1H9316RPeTEcfQ,2021-08,20496,0,117,0,100.0
UCPf-EnX70UM7jqjKwhDmS8g,2021-08,58759,20214,1757,136,92.25953329538987
UC3vzVK_N_SUVKqbX69L_X4g,2021-08,123112,30476,4449,228,94.87525286581254
UCC0i9nECi4Gz7TU63xZwodg,2021-08,113718,95038,2353,591,74.88312792180196
UCXp7sNC0F_qkjickvlYkg-Q,2021-08,139388,93876,2972,434,85.3970390309556
UCsVUXbx_h0YEvfH41Zwa_5w,2021-08,1455,1027,56,11,80.35714285714286
UCC5q6CpuDflPvO7pNn52RGQ,2021-08,17541,9351,967,93,90.38262668045502
UCQz5mRHdiwt7NrS9tc4D1Dg,2021-08,47320,9366,7382,182,97.53454348415063
UChrTMfNcD1eN2ENGWBD7lUQ,2021-08,95698,29755,11691,394,96.62988623727654
UCRG5fX1v4b-3sUyKfAAtxxA,2021-08,40552,28318,1079,112,89.62001853568118
UCmxAWbOvT8osBX_tGMVFVPA,2021-08,170843,79896,3716,276,92.57265877287406
UCymJsbvAMc3j-bcsoxI7NZQ,2021-08,12602,0,242,0,100.0
UCZilc7jP-X_92Fii1uTIs0Q,2021-08,52028,28489,1578,156,90.11406844106465
UC5yckZliCkuaEFbqzLBD7hQ,2021-08,60160,27643,2667,72,97.30033745781778
UCeK9HFcRZoTrvqcUCtccMoQ,2021-08,25926,11510,1156,94,91.86851211072664
UCwXOUuxUxCJ1yD0JfogUvMg,2021-08,19710,13215,455,75,83.51648351648352
UCbc8fwhdUNlqi-J99ISYu4A,2021-08,296061,78294,13806,701,94.92249746487035
UC8NZiqKx6fsDT3AVcMiVFyA,2021-08,238671,86824,13270,1219,90.81386586284853
UCN5bD1YYapThOeadG7YkBOA,2021-08,50659,44000,626,99,84.185303514377
UCDekUkwwfSoGf-V5NzGB7zQ,2021-08,40842,25313,942,174,81.52866242038218
UC7CtvN04ublW4LGTPksG6mg,2021-08,59273,43075,1625,268,83.50769230769231
UCjlmCrq4TP1I4xguOtJ-31w,2021-08,193096,85713,11898,1010,91.5111783493024
UC2Rr7mILebYLTjd38DNNUTw,2021-08,97434,5112,4359,20,99.5411791695343
UCL_qhgtOy0dy1Agp8vkySQg,2021-08,603622,314117,48130,3492,92.74464990650321
UC1ZV7KBscK0EMoJKFu1DnDg,2021-08,162212,83861,11124,812,92.70046745774901
UCHsx4Hqa-1ORjQTh9TYDhww,2021-08,1360984,682414,56211,4239,92.45877141484763
UCRqBKoKuX30ruKAq05pCeRQ,2021-08,143919,70690,7111,609,91.43580368443257
UCIytNcoz4pWzXfLda0DoULQ,2021-08,390729,242230,9863,1000,89.86109702930143
UCv6rts7X60zoL__5JPwdPGA,2021-08,11309,2750,242,26,89.25619834710744
UC2yG-9ekUwTs8Q0yMSycMxA,2021-08,182831,107107,3588,425,88.15496098104794
UChLfthKoUV502J7gU9STArg,2021-08,508369,75238,41424,541,98.69399382000773
UCv2byPgvl60Mh1vQBnXuksA,2021-08,8353,4501,533,85,84.05253283302065
UCAr7rLi_Wn09G-XfTA07d4g,2021-08,66451,48924,2927,500,82.91766313631705
UCoupL81t75_Z4XRKzOSHLbg,2021-08,1255,912,87,31,64.36781609195403
UC0QzO6nK1cEDZvJSt2769Zw,2021-08,3779,0,104,0,100.0
UC7-N7MvN5muVIHqyQx9LFbA,2021-08,119802,32133,5355,228,95.74229691876751
UC8QEgcJgjrJWy4B43aXxsAQ,2021-08,129426,0,2325,0,100.0
UCj_dHWD0o2k_Ef4lwcXd0Iw,2021-08,2766,0,100,0,100.0
UC6wvdADTJ88OfIbJYIpAaDA,2021-08,1427307,942315,42228,4059,90.38789428815004
UCjtEttSHpJacfd7a6fc4VXQ,2021-08,50977,8026,4162,69,98.34214320038444
UCmZ1Rbthn-6Jm_qOGjYsh5A,2021-08,1243787,663356,32020,1829,94.28794503435353
UCH0ObmokE-zUOeihkKwWySA,2021-08,19468,0,1606,0,100.0
UCBQd84IW8OvM8H5jftHdvmw,2021-08,84293,48509,1541,233,84.87994808565867
UCn3HVGEh-uMStdkcSL6g7TA,2021-08,4566,0,75,0,100.0
UCGNI4MENvnsymYjKiZwv9eg,2021-08,94129,54794,3253,380,88.31847525361205
UChAnqc_AY5_I3Px5dig3X1Q,2021-08,1242904,852267,44052,5324,87.91428311994916
UCpJtk0myFr5WnyfsmnInP-w,2021-08,133454,61691,8287,480,94.20779534210209
UC1ucgoC_sGww_Euu5iMqpQw,2021-08,32566,17139,1658,216,86.97225572979494
UCGYAYLDE7TZiiC8U6teciDQ,2021-08,574585,206897,16096,968,93.98608349900597
UCtzCQnCT9E4o6U3mHHSHbQQ,2021-08,180231,106271,3016,370,87.73209549071618
UCmovZ2th3Sqpd00F5RdeigQ,2021-08,719764,0,22243,0,100.0
UCANDOlYTJT7N5jlRC3zfzVA,2021-08,269300,114915,8504,679,92.01552210724365
UCCHH0nWYXFZmtDS_4tvMxHQ,2021-08,40343,29201,981,178,81.855249745158
UCwY13RnqWK4FNFeHGrK96Gw,2021-08,1531,0,57,0,100.0
UC4PrHgUcAtOoj_LKmUL-uLQ,2021-08,99275,48120,2031,209,89.7095027080256
UCil-nSDmDTgV9n4jjb95znw,2021-08,1760,0,53,0,100.0
UCfeznQrLe9URem6xJmWQVlw,2021-08,16269,10574,646,46,92.87925696594426
UCO-FZDAG0mOvgu6jmGg1tiA,2021-08,11627,7842,404,33,91.83168316831683
UCwL7dgTxKo8Y4RFIKWaf8gA,2021-08,87543,53244,3797,471,87.59547010797999
UCvUc0m317LWTTPZoBQV479A,2021-08,174726,82860,8996,637,92.91907514450867
UCL-2thbJ7grC9fmGF4OLuTg,2021-08,16881,11021,725,182,74.89655172413792
UCYKX4HL54erXdCyMj7TpFyg,2021-08,26088,6826,1133,46,95.93998234774934
UC8jskpQfW9fn2NLK3PdaGdg,2021-08,23732,15810,453,65,85.65121412803532
UCoSrY_IQQVpmIRZ9Xf-y93g,2021-08,1532459,847629,129409,10923,91.55931967637491
UC55-Y4cBl6alNaaOVVEYgSA,2021-08,5900,2071,428,52,87.85046728971963
UCghSSXNbZRmPAv3UaS8g21A,2021-08,420,0,57,0,100.0
UC1EB8moGYdkoZQfWHjh7Ivw,2021-08,92142,0,3770,0,100.0
UClxrt4pRmaqQnSlDii3EJBQ,2021-08,60785,35184,1334,132,90.10494752623688
UCaum0e1MVZF69boluxgA0Bg,2021-08,40549,7072,2246,101,95.50311665182547
UCYKP16oMX9KKPbrNgo_Kgag,2021-08,148506,60821,6646,321,95.17002708396028
UCo2N7C-Z91waaR6lF3LL_jw,2021-08,732334,417333,19570,1847,90.56208482370977
UCp-5t9SrOQwXMU7iIjQfARg,2021-08,683207,423167,31973,4335,86.44168517186375
UC5XQhzMH08PgWa4Zp02Gcsw,2021-08,77768,55442,1591,154,90.32055311125079
UChSvpZYRPh0FvG4SJGSga3g,2021-08,107861,55377,5250,624,88.11428571428571
UCJ6LH4jMNy0JN9RSThz1mMQ,2021-08,24689,5956,1581,90,94.30740037950665
UC4WvIIAo89_AzGUh1AZ6Dkg,2021-08,374959,0,14768,0,100.0
UCw1KNjVqfrJSfcFd6zlcSzA,2021-08,45407,0,1255,0,100.0
UCvaTdHTWBGv3MKj3KVqJVCw,2021-08,765327,566624,24734,4357,82.38457184442468
UCpHIwGHq_3OfX42cyfyJp-A,2021-08,42864,0,676,0,100.0
UCUtKkGKef8BYMs3h-3zQm9A,2021-08,38409,12747,2107,74,96.48789748457523
UCahgMxSIQ2zIRrPKhM6Mjvg,2021-08,107890,0,6787,0,100.0
UCqm3BQLlJfvkTsX_hvm0UmA,2021-08,1139112,916481,31539,8347,73.53435429151209
UC7WY5VP-P-rSb2ES5npk8yA,2021-08,57591,33322,2376,328,86.19528619528619
UCoJ0Ct-jdas4cLPpSp06gZg,2021-08,91727,0,4926,0,100.0
UC3xG1XWzAKt5dxSxktJvtxg,2021-08,135395,0,2859,0,100.0
UCnqDxEcVsvt7WpDy0px1HgA,2021-08,2829,640,621,38,93.88083735909822
UCW8WKciBixmaqaGqrlTITRQ,2021-08,195816,78682,4001,428,89.30267433141714
UCJePO0Zl-zZTqjpHO82RNNA,2021-08,46361,10689,2994,130,95.65798263193052
UCGWa1dMU_sDCaRQjdabsVgg,2021-08,22770,9886,1783,169,90.52159282108806
UCHBhnG2G-qN0JrrWmMO2FTA,2021-08,35163,15983,2238,384,82.84182305630027
UCUc8GZfFxtmk7ZwSO7ccQ0g,2021-08,547924,155302,15609,923,94.08674482670254
UCXtQTtPJedfjqEPysorbsMg,2021-08,16259,7740,1594,285,82.12045169385195
UCP3pDau1JBOukp4AjyFCgHQ,2021-08,21693,0,448,0,100.0
UCmeyo5pRj_6PXG-CsGUuWWg,2021-08,46304,5773,5287,140,97.35199546056364
UCDh2bWI5EDu7PavqwICkVpA,2021-08,65544,45824,1737,298,82.84398388025332
UCKeAhJvy8zgXWbh9duVjIaQ,2021-08,283391,89855,10035,446,95.55555555555556
UCt30jJgChL8qeT9VPadidSw,2021-08,158392,50197,13111,1172,91.0609411944169
UCi6nV5Z2dzFuXBzLG3P9zqQ,2021-08,11268,6561,385,69,82.07792207792208
UCIAfu0RQ3L3wx9T90KsvVmg,2021-08,556,0,44,0,100.0
UC5Xse6X7vB_nUL5HvEFVo_g,2021-08,12222,0,841,0,100.0
UCUKD-uaobj9jiqB-VXt71mA,2021-08,698759,394928,31696,3526,88.87556789500253
UCevD0wKzJFpfIkvHOiQsfLQ,2021-08,89400,0,3986,0,100.0
UCnZUaScptUZ7vBeV-4Vf4nw,2021-08,48530,24849,2414,251,89.60231980115991
UCsg-YqdqQ-KFF0LNk23BY4A,2021-08,533079,120863,18836,622,96.69781269908685
UCg7sW-h1PUowdiR5K4HlBew,2021-08,35489,12961,1293,62,95.20494972931168
UC_4tXjqecqox5Uc05ncxpxg,2021-08,894436,366424,20398,1542,92.44043533679772
UClmIQjooMj60rUnK2Tol7dA,2021-08,93784,0,3226,0,100.0
UCdVOby6CAPrKCiJBoxUYQ5g,2021-08,129806,12548,9971,194,98.05435763714773
UCMMnAFarbXqv6SEImoANlAQ,2021-08,16173,9939,273,60,78.02197802197803
UCijNnZ-6m8g85UGaRAWuw7g,2021-08,12280,2585,1005,23,97.71144278606965
UCsA8nM8e5--IdeRaxZwTWHg,2021-08,65414,45587,1787,263,85.28259653049804
UChAOCCFuF2hto05Z68xp56A,2021-08,93464,68022,1655,261,84.2296072507553
UCYQgNMUfReVWZspzSSexMGQ,2021-08,11322,0,297,0,100.0
UCQaGj_l3dqmGWJLEbEmwgFQ,2021-08,44439,12497,1583,90,94.31459254579912
UCB1s_IdO-r0nUkY2mXeti-A,2021-08,43898,26780,2243,399,82.21132411948282
UCL_O_HXgLJx3Auteer0n0pA,2021-08,115781,64511,5853,497,91.50862805398941
UCftJR3Qm0LyEuEQue1QYytA,2021-08,30359,24196,813,123,84.87084870848709
UCw8bMzcXgX4SAQPraOJIVgA,2021-08,55956,0,531,0,100.0
UCdyqAaZDKHXg4Ahi7VENThQ,2021-08,904347,551269,38162,4069,89.33756092447986
UCOyYb1c43VlX9rc_lT6NKQw,2021-08,109880,48501,13620,500,96.32892804698973
UCMzVa7B8UEdrvUGsPmSgyjA,2021-08,12817,2425,1160,31,97.32758620689656
UCo5pboqAxtr5gOFSDBGD09w,2021-08,14675,6761,446,64,85.65022421524664
UCTIE7LM5X15NVugV7Krp9Hw,2021-08,155824,88733,4794,738,84.60575719649562
UCn14Z641OthNps7vppBvZFA,2021-08,5141,2581,278,51,81.65467625899281
UCveZ9Ic1VtcXbsyaBgxPMvg,2021-08,47233,33722,2252,484,78.50799289520425
UCZ1xuCK1kNmn5RzPYIZop3w,2021-08,384189,224234,14879,1937,86.98165199274145
UCJvCDGShDAxcqe-MdwUcJjA,2021-08,9471,2751,553,30,94.57504520795659
UCb6ObE-XGCctO3WrjRZC-cw,2021-08,117921,33471,4717,256,94.57282170871316
UCc5bWVuWyL74ngKNjm49hdw,2021-08,81517,63413,1463,444,69.6514012303486
UCo7TRj3cS-f_1D9ZDmuTsjw,2021-08,126511,75593,9172,875,90.46009594417794
UCgTzsBI0DIRopMylJEDqnog,2021-08,3903,2295,343,64,81.34110787172013
UCMzxQ58QL4NNbWghGymtHvw,2021-08,113923,92058,1818,878,51.7051705170517
UCcD_EdnJcOjJMohDn435D3w,2021-08,17724,8591,613,62,89.88580750407831
UCgmFrRcyH7d1zR9sIVQhFow,2021-08,1159954,554162,25877,3362,87.00776751555436
UCoAw3SML_09dF-7yhQU8wFQ,2021-08,58387,28362,1619,119,92.6497838171711
UC7iCSRt7Jej2XE0MaM9gPgg,2021-08,7127,2679,712,42,94.10112359550563
UChUJbHiTVeGrSkTdBzVfNCQ,2021-08,279914,99312,14716,948,93.55803207393313
UCsFn_ueskBkMCEyzCEqAOvg,2021-08,59610,35171,3147,623,80.2033682872577
UCyqzU2nq7eGNi4kN0uHx7TA,2021-08,5337,3556,192,53,72.39583333333334
UCpRXCTyNNa-MnjhK6gisnRw,2021-08,10732,4380,516,67,87.01550387596899
UCF_U2GCKHvDz52jWdizppIA,2021-08,58556,23818,2403,187,92.2180607573866
UCjQxLH9yqYXowVtH7a-6L-Q,2021-08,2794,1016,363,20,94.49035812672176
UCiSRx1a2k-0tOg-fs6gAolQ,2021-08,6273,3969,662,185,72.05438066465257
UCoM_XmK45j504hfUWvN06Qg,2021-08,21385,10972,1036,142,86.2934362934363
UCr9p1ZjLKgfaoqNorY7PiWQ,2021-08,14103,10944,1121,388,65.38804638715433
UCnzZmBOSrQf2wDBbnsDajVw,2021-08,34299,6163,2435,77,96.83778234086242
UCvzVB-EYuHFXHZrObB8a_Og,2021-08,5606,1890,649,62,90.44684129429892
UCtk3KnxYCoGiyrLVdIOgG1Q,2021-08,5060,2692,363,70,80.71625344352617
UCigpSsgPbdCxXtbfGksFIYQ,2021-08,1439,0,60,0,100.0
UCNwo7eikmX5HPs7NedWVBgw,2021-08,3752,2375,206,42,79.6116504854369
UCerH0KOGyPaC5WueExiicZQ,2021-08,80670,46481,1652,176,89.34624697336562
UCspv01oxUFf_MTSipURRhkA,2021-08,1134186,784299,30193,5272,82.53899910575299
UC_T1YqknD5yrpVlupc-ZXzg,2021-08,12562,7845,971,115,88.15653964984553
UCHX7YpFG8rVwhsHCx34xt7w,2021-08,54851,24335,2131,146,93.14875645236978
UCdpUojq0KWZCN9bxXnZwz5w,2021-08,247176,93756,14018,790,94.36438864317306
UC7hffDQLKIEG-_zoAQkMIvg,2021-08,15210,5775,960,111,88.4375
UCoWH3sDpeXG1aXmOxveX4KA,2021-08,47992,8757,2750,74,97.30909090909091
UC48jH1ul-6HOrcSSfoR02fQ,2021-08,65008,38043,3146,410,86.96757787666878
UCRWF6QSuklmwY3UJHyVTQ1w,2021-08,28121,0,728,0,100.0
UCQRfUPNla7dB-kdcWD92lJg,2021-08,19678,0,2560,0,100.0
UCnvVG9RbOW3J6Ifqo-zKLiw,2021-08,54371,21845,3193,216,93.23520200438459
UC2hWFlqMew61Jy6A8zu5HzQ,2021-08,76449,42993,3325,114,96.57142857142857
UCixf-9nmnPzTGeJTdW6TS-Q,2021-08,41512,0,821,0,100.0
UC7A7bGRVdIwo93nqnA3x-OQ,2021-08,36089,24893,1085,154,85.80645161290322
UCeb76eafe-6kE0D4u7lOWbg,2021-08,6337,3580,275,52,81.0909090909091
UC1cExET9xoWSO9iSnRsW_1Q,2021-08,16214,5751,428,34,92.05607476635514
UCn1coImC6NMDYCQfH_ILzXw,2021-08,48203,19539,3411,175,94.86953972442099
UCOmjciHZ8Au3iKMElKXCF_g,2021-08,32881,4017,2368,58,97.55067567567568
UCxEyuO_ilEJ9P5BIbhASIew,2021-08,10198,440,653,12,98.16232771822358
UCD-miitqNY3nyukJ4Fnf4_A,2021-08,394146,0,21315,0,100.0
UCHccxX2p_9DB_HPnXSb2omw,2021-08,10960,5673,876,102,88.35616438356165
UCES4K104k-D2HthE46z9VHQ,2021-08,4802,2860,298,71,76.1744966442953
UCc5H1WmEARIj2R16mvut0ZA,2021-08,316145,74427,9172,298,96.75098124727431
UCom8rCUQZP98SIXJzMwjrxw,2021-08,19303,12832,339,78,76.99115044247787
UCJA_J8CpKRT78Sr1bylS1vA,2021-08,1867,1448,130,37,71.53846153846153
UCnJ-ocjLykKU4c7INl5Us6Q,2021-08,246620,0,1933,0,100.0
UC727SQYUvx5pDDGQpTICNWg,2021-08,188251,59117,20207,594,97.06042460533479
UC01gb86Qdlkh23Nqk3A1OLQ,2021-08,23422,15596,513,120,76.60818713450293
UC1suqwovbL1kzsoaZgFZLKg,2021-08,107105,45894,11074,819,92.60429835651075
UCurEA8YoqFwimJcAuSHU0MQ,2021-08,61923,20685,4980,240,95.18072289156626
UC9EjSJ8pvxtvPdxLOElv73w,2021-08,261123,105844,8756,358,95.9113750571037
UCMp55EbT_ZlqiMS3lCj01BQ,2021-08,27335,12630,2152,128,94.05204460966543
UCykgAuIjn70_CXLNjZ8zppQ,2021-08,92542,67301,1542,289,81.25810635538262
UCK4t1P3Aqqe6NDyRS92Opcg,2021-08,43551,5037,6461,81,98.74632409843677
UCB7sSUNwh_dXE7ZL3DsGDpw,2021-08,6360,1564,343,34,90.0874635568513
UC53UDnhAAYwvNO7j_2Ju1cQ,2021-08,91947,46553,6330,710,88.78357030015798
UChEe0jSUdb2ox9wQFYkByEQ,2021-08,38826,13933,3567,66,98.14970563498738
UCUummegUoc-w7EDdk8Ps7BQ,2021-08,27742,0,2734,0,100.0
UCmgWMQkenFc72QnYkdxdoKA,2021-08,18210,0,1382,0,100.0
UC-o-E6I3IC2q8sAoAuM6Umg,2021-08,61207,21781,4825,322,93.32642487046631
UCvEX2UICvFAa_T6pqizC20g,2021-08,11757,8784,400,104,74.0
UCKg3SYrZl5zskG5fkexUPCQ,2021-08,15551,0,859,0,100.0
UCFv2z4iM5vHrS8bZPq4fHQQ,2021-08,42136,23317,2119,504,76.21519584709769
UCrKS2bOUZDXA_R3qhCux7ow,2021-08,70535,11088,7051,202,97.13515813359808
UC_9nmotxi7FAfiJpo1RKy8A,2021-08,42454,29429,973,164,83.14491264131551
UC3K7pmiHsNSx1y0tdx2bbCw,2021-08,32320,11523,1263,146,88.44022169437847
UCmWqYB6y8gSfPONWGspuOWQ,2021-08,18028,10487,520,109,79.03846153846153
UCXTpFs_3PqI41qX2d9tL2Rw,2021-08,576026,352743,23280,3299,85.82903780068727
UCe_p3YEuYJb8Np0Ip9dk-FQ,2021-08,18477,9187,1439,167,88.39471855455177
UCCzUftO8KOVkV4wQG1vkUvg,2021-08,1012314,729085,47328,8225,82.62128127112915
UCPH7d3YxfeH56FG-UyPAB1g,2021-08,1696,497,214,24,88.78504672897196
UCBIR44irWpj1eTx0ZQFofHg,2021-08,1054,476,62,18,70.96774193548387
UCtnO2N4kPTXmyvedjGWdx3Q,2021-08,102735,35108,8757,302,96.55133036428
UC84RYorF7UcJzt_iAYXBisA,2021-08,9304,0,181,0,100.0
UCV5jhU4ntp08bfdzBpmMzeQ,2021-08,34351,30163,476,123,74.15966386554622
UCLjx3lqIkYkPCBJop8czJ2A,2021-08,61848,26023,3075,259,91.57723577235772
UC04QM30wwa0qMs101Mwz29w,2021-08,10213,4768,992,70,92.94354838709677
UCUKngXhjnKJ6KCyuC7ejI_w,2021-08,4247,2691,164,27,83.53658536585365
UC_kJ27jGTWYniW-Xy3Ms5Cw,2021-08,12630,7600,232,46,80.17241379310344
UCD2W-dcuukl4oChTKATdSiw,2021-08,45627,0,3781,0,100.0
UCK9V2B22uJYu3N7eR_BT9QA,2021-08,547893,361941,26353,3460,86.87056502106022
UC--zuEfONeFXPvLqX0Kvbuw,2021-08,11881,0,420,0,100.0
UCge_6FJHyeOCxRtWCmaVTAQ,2021-08,22233,0,3507,0,100.0
UCTEZGNJDqv-isWSPRsEhnRA,2021-08,16941,0,175,0,100.0
UC7XCjKxBEct0uAukpQXNFPw,2021-08,109462,72043,4897,1330,72.84051460077599
UCfki3lMEF6SGBFiFfo9kvUA,2021-08,154314,33117,8344,473,94.33125599232982
UCYOjhswZ0y5KYoLdMNR5QvQ,2021-08,4856,1991,159,19,88.0503144654088
UC0WwEfE-jOM2rzjpdfhTzZA,2021-08,20627,10843,1021,93,90.89128305582761
UCSFCh5NL4qXrAy9u-u2lX3g,2021-08,1569518,751459,59214,7129,87.96061742155571
UCJ46YTYBQVXsfsp8-HryoUA,2021-08,79018,26265,2305,163,92.92841648590021
UCCXME7oZmXB2VFHJbz5496A,2021-08,10841,6722,597,175,70.68676716917923
UC_82HBGtvwN1hcGeOGHzUBQ,2021-08,68282,35062,3706,350,90.5558553696708
UC3ymRo2Xj8h1tyRGjQsyFaw,2021-08,5403,2094,198,18,90.9090909090909
UCv1fFr156jc65EMiLbaLImw,2021-08,267311,0,26654,0,100.0
UCP0BspO_AMEe3aQqqpo89Dg,2021-08,326278,143471,37301,1176,96.84726951020079
UCIdEIHpS0TdkqRkHL5OkLtA,2021-08,154134,0,4848,0,100.0
UCf57-IJn5mUJDyqd9uNEmrg,2021-08,8127,0,392,0,100.0
UCle1cz6rcyH0a-xoMYwLlAg,2021-08,42135,35305,761,243,68.06833114323258
UCjXJYPsKxoJyc-1RPB6dSyw,2021-08,51050,19662,2001,108,94.60269865067467
UC4O7RCTeXhdsTVeNzxs5ZfQ,2021-08,17736,0,553,0,100.0
UCLnKUWEIEVESNY-537GRU3g,2021-08,38563,0,1319,0,100.0
UCZfQRuwSLty74QAj55BaKlA,2021-08,32301,0,841,0,100.0
UChN7P9OhRltW3w9IesC92PA,2021-08,1779,575,132,13,90.15151515151516
UCerkculBD7YLc_vOGrF7tKg,2021-08,108801,53158,4140,440,89.3719806763285
UC-o-1qjKkMLq-ZFxXIzOUBQ,2021-08,32135,16410,1485,190,87.20538720538721
UCf-PcSHzYAtfcoiBr5C9DZA,2021-08,6629,0,482,0,100.0
UCHVXbQzkl3rDfsXWo8xi2qw,2021-08,291406,127358,14153,1458,89.69829718080973
UCZgOv3YDEs-ZnZWDYVwJdmA,2021-08,41496,13328,4086,321,92.14390602055799
UCIClNlvEUvEqLe_rs_i8h_w,2021-08,11970,7571,194,58,70.10309278350515
UCPZgBtMYoFKypEG2SCvBN9A,2021-08,4237,0,414,0,100.0
UCXRlIK3Cw_TJIQC5kSJJQMg,2021-08,94561,58481,7919,2194,72.29448162646798
UC9ruVYPv7yJmV0Rh0NKA-Lw,2021-08,997166,509452,68299,6305,90.76853248217397
UCFG6teapZaN6J1oVXl7MYPA,2021-08,51517,0,1140,0,100.0
UCWsfcksUUpoEvhia0_ut0bA,2021-08,40800,0,2922,0,100.0
UCGAX1bhTzJb1T0jFLNAvZsg,2021-08,21380,0,1803,0,100.0
UCqhhWjpw23dWhJ5rRwCCrMA,2021-08,45199,7720,6387,229,96.41459214028495
UCE5rWcDxLPaaUFWOxzJFfNg,2021-08,1573,651,85,4,95.29411764705881
UCV2m2UifDGr3ebjSnDv5rUA,2021-08,27835,0,375,0,100.0
UCRMpIxnySp7Fy5SbZ8dBv2w,2021-08,3429,0,503,0,100.0
UCPeF0V8dzSUYHwgLjvC86PQ,2021-08,2236,1438,156,33,78.84615384615384
UCt0clH12Xk1-Ej5PXKGfdPA,2021-08,6752,5814,609,255,58.128078817733986
UCllKI7VjyANuS1RXatizfLQ,2021-08,116465,61037,4770,551,88.44863731656184
UCwvycbDmTqmtVTkl9eUp0cA,2021-08,1002,0,210,0,100.0
UCwcyyxn6h9ex4sMXGtpQE_g,2021-08,32427,11266,4355,438,89.94259471871412
UCXU7YYxy_iQd3ulXyO-zC2w,2021-08,287821,156304,7910,1324,83.26169405815423
UCMUmvaIF0-fBHzxt1PLOq3A,2021-08,26345,4513,1438,57,96.03616133518777
UCuaDidGk4HNLOnQE9wzMMeQ,2021-08,35690,22763,946,101,89.32346723044398
UC8oLBzcFC-aXPd0q-WuGWSw,2021-08,24595,17369,953,220,76.91500524658971
UCpDXyTzTvpVuW4LTwJ4ar9g,2021-08,3843,0,265,0,100.0
UCAE1yQeCWiv1eSxAmzpzD4Q,2021-08,12235,3107,1133,76,93.29214474845543
UCMxKcUjeTEcgHmC9Zzn3R4w,2021-08,1922,526,336,26,92.26190476190477
UCAL_ZudIZXhCDrniD4ZQobQ,2021-08,3815,0,291,0,100.0
UCJFZiqLMntJufDCHc6bQixg,2021-08,72508,0,14479,0,100.0
UCoztvTULBYd3WmStqYeoHcA,2021-08,209625,73255,9633,701,92.72293158932835
UCt7_srJeiw55kTcK7M9ID6g,2021-08,46633,31375,1604,285,82.23192019950125
UCteBATr7WkAF2sjWzBJ2hQw,2021-08,4295,2824,254,33,87.00787401574803
UCobENw9ZqZb1dpu6pT_8-9g,2021-08,10964,6216,757,74,90.22457067371202
UCPkhI1WcLilaKu44B5p0jZg,2021-08,14460,6873,385,52,86.49350649350649
UCkkdEmzZHMp9xqs_F7v1EQQ,2021-08,84884,32226,1219,110,90.97621000820345
UCz6Gi81kE6p5cdW1rT0ixqw,2021-08,96765,62372,2614,707,72.95332823259373
UC3lNFeJiTq6L3UWoz4g1e-A,2021-08,284027,136668,7535,911,87.90975447909754
UCqo0CAZ46l6ic3A_LfhEgHg,2021-08,1165,683,110,25,77.27272727272727
UCSgheR9xOIcQjlkeXqIofLQ,2021-08,7494,0,486,0,100.0
UC9QnAjC7mT4ggHuedr1_kqQ,2021-08,60086,11023,6905,122,98.2331643736423
UCIwHOJn_3QjBTwQ_gNj7WRA,2021-08,4766,0,183,0,100.0
UCtjQoCilYbnxUXquXcVU3uA,2021-08,7703,2705,209,42,79.90430622009569
UCyIcOCH-VWaRKH9IkR8hz7Q,2021-08,12502,0,381,0,100.0
UCDG8K9g6qo8gX4jCjsqUVzA,2021-08,9446,4305,1334,213,84.03298350824588
UCxfyW58K88YepKgIS1BLmOg,2021-08,17610,5277,679,30,95.58173784977909
UCZQ7nZ8Lc7pslBN0gN1Jg0w,2021-08,433,0,184,0,100.0
UCJQMHCFjVZOVRYafR6gY04Q,2021-08,3320,1824,154,25,83.76623376623377
UCvmppcdYf4HOv-tFQhHHJMA,2021-08,22494,0,1114,0,100.0
UCMAc88lqzqGV0uxgw9JDj0w,2021-08,16106,0,1155,0,100.0
UCpNH2Zk2gw3JBjWAKSyZcQQ,2021-08,9547,5474,923,129,86.02383531960996
