channelId,period,superChats,uniqueSuperChatters,totalSC,averageSC
UC_GCs6GARLxEHxy1w40d6VQ,2021-09,153,76,164085,1072
UC7XCjKxBEct0uAukpQXNFPw,2021-09,764,394,654439,856
UCWCc8tO-uUl_7SJXIKJACMw,2021-09,319,88,335885,1052
UCB1s_IdO-r0nUkY2mXeti-A,2021-09,200,103,343493,1717
UCLOnKw76ypBM5PeYr4OdkJQ,2021-09,140,41,70055,500
UCHXgFLFyqR-XqtxfTH3qiYA,2021-09,13,7,6920,532
UCV5jhU4ntp08bfdzBpmMzeQ,2021-09,179,55,132601,740
UCoJ0Ct-jdas4cLPpSp06gZg,2021-09,19,6,6399,336
UCIdEIHpS0TdkqRkHL5OkLtA,2021-09,1072,276,615045,573
UCTi_rzf5QIkXjhJjkbcAdTg,2021-09,51,33,27385,536
UC01gb86Qdlkh23Nqk3A1OLQ,2021-09,75,28,30361,404
UCpHIwGHq_3OfX42cyfyJp-A,2021-09,372,90,441906,1187
UCpNH2Zk2gw3JBjWAKSyZcQQ,2021-09,154,71,243757,1582
UCiAONpBlBxxtKD4YE6K-ckw,2021-09,193,101,81903,424
UC-tS2U8BB8qTo2tVhoZ30Aw,2021-09,49,18,30478,622
UCzKkwB84Y0ql0EvyOWRSkEw,2021-09,87,54,79814,917
UCeb76eafe-6kE0D4u7lOWbg,2021-09,24,14,9630,401
UCTMgd9qnUD9qKBX5oTtD6ug,2021-09,260,132,143488,551
UC7-N7MvN5muVIHqyQx9LFbA,2021-09,400,236,795907,1989
UCxfyW58K88YepKgIS1BLmOg,2021-09,274,55,251428,917
UCOyYb1c43VlX9rc_lT6NKQw,2021-09,229,126,171958,750
UCFVkfdFmaOh7BCtrqw8YvaA,2021-09,95,32,75784,797
UCLMC54YctropOupFX8jyz9A,2021-09,148,126,170754,1153
UC0RVF3KPjfS7WnH2xbpqghA,2021-09,129,41,76882,595
UCAoy6rzhSf4ydcYjJw3WoVg,2021-09,230,97,166332,723
UCRV9d6YCYIMUszK-83TwxVA,2021-09,32,31,43052,1345
UCp-5t9SrOQwXMU7iIjQfARg,2021-09,879,461,804099,914
UCwXOUuxUxCJ1yD0JfogUvMg,2021-09,48,19,68296,1422
UCAr7rLi_Wn09G-XfTA07d4g,2021-09,303,121,415422,1371
UCHfPYJaCDADVssISUw-49TQ,2021-09,40,8,13064,326
UCZ5dNZsqBjBzbBl0l_IdmXg,2021-09,18,16,12566,698
UCj_dHWD0o2k_Ef4lwcXd0Iw,2021-09,48,16,22278,464
UCoWH3sDpeXG1aXmOxveX4KA,2021-09,9,5,2652,294
UCtnO2N4kPTXmyvedjGWdx3Q,2021-09,242,126,382727,1581
UCPH7d3YxfeH56FG-UyPAB1g,2021-09,8,5,5420,677
UCSH4t_nhsNIoxPza4ooYqaA,2021-09,46,22,35988,782
UCnzZmBOSrQf2wDBbnsDajVw,2021-09,75,41,99341,1324
UCpBCiBjOoZanFhj-49LgcDg,2021-09,42,13,20040,477
UCwL7dgTxKo8Y4RFIKWaf8gA,2021-09,636,191,628282,987
UCfhzPS_rZHHJ3AEQyIVm_gA,2021-09,326,76,175267,537
UC6B5ARoyTKS5S3-mz2WzYig,2021-09,264,163,630161,2386
UCv1fFr156jc65EMiLbaLImw,2021-09,308,191,639435,2076
UCBiqkFJljoxAj10SoP2w2Cg,2021-09,374,257,501685,1341
UCMAc88lqzqGV0uxgw9JDj0w,2021-09,98,53,78365,799
UC3vzVK_N_SUVKqbX69L_X4g,2021-09,382,238,471820,1235
UCBIR44irWpj1eTx0ZQFofHg,2021-09,14,3,13532,966
UCYtAxnaX9bJ8z_AdMNbH_Bw,2021-09,74,28,145956,1972
UCNPu5zXzXvS6pLCCaI5SnSA,2021-09,1,1,200,200
UCSgheR9xOIcQjlkeXqIofLQ,2021-09,325,99,292320,899
UCIeSUTOTkF9Hs7q3SGcO-Ow,2021-09,1218,425,919824,755
UCHK5wkevfaGrPr7j3g56Jmw,2021-09,240,114,227695,948
UCyl1z3jo3XHR1riLFKG5UAg,2021-09,2509,1293,4420428,1761
UC1suqwovbL1kzsoaZgFZLKg,2021-09,424,292,794632,1874
UCmbs8T6MWqUHP1tIQvSgKrg,2021-09,6630,3141,9891998,1492
UCV2m2UifDGr3ebjSnDv5rUA,2021-09,180,53,166166,923
UCqTymU8oHTygrEzas_gVBFg,2021-09,29,20,6318,217
UCJCzy0Fyrm0UhIrGQ7tHpjg,2021-09,292,71,289487,991
UCo7TRj3cS-f_1D9ZDmuTsjw,2021-09,872,357,1138958,1306
UCg8TPE5nLLOqlNnBivmQwww,2021-09,141,101,245094,1738
UCghSSXNbZRmPAv3UaS8g21A,2021-09,13,8,11552,888
UCUZ5AlC3rTlM-rA2cj5RP6w,2021-09,262,120,218901,835
UCwXfrtn26oj7JW9fwB_z1bw,2021-09,336,112,139102,413
UCg9_f0eR1KuqAb86Lj7xNew,2021-09,3,3,950,316
UC66DRsVkzrPAp6hZV7-HBGw,2021-09,143,70,74880,523
UCgmPnx-EEeOrZSg5Tiw7ZRQ,2021-09,3536,1955,3650386,1032
UCLhUvJ_wO9hOvv_yYENu4fQ,2021-09,144,88,175751,1220
UCurEA8YoqFwimJcAuSHU0MQ,2021-09,188,107,197701,1051
UCAWSyEs_Io8MtpY3m-zqILA,2021-09,7089,2289,8726759,1231
UCQgi2mK2f9l0Dky2-YhVTYQ,2021-09,52,23,70024,1346
UCy5lOmEQoivK5XK7QCaRKug,2021-09,6,6,3505,584
UCt5-0i4AVHXaWJrL8Wql3mw,2021-09,271,199,386508,1426
UCv2byPgvl60Mh1vQBnXuksA,2021-09,29,17,18652,643
UCnZUaScptUZ7vBeV-4Vf4nw,2021-09,478,127,340290,711
UC7yqc24BjJwi3PoqhXrx6og,2021-09,248,77,131522,530
UC2OacIzd2UxGHRGhdHl1Rhw,2021-09,43,37,57838,1345
UC2kyQhzGOB-JPgcQX9OMgEw,2021-09,336,130,318539,948
UCmovZ2th3Sqpd00F5RdeigQ,2021-09,2549,1112,5329010,2090
UCIVFv8AiQLqM9oLHTixrNYw,2021-09,7,7,5798,828
UClS6k3w1sPwlVFqK3-yID5A,2021-09,76,45,71694,943
UCDG8K9g6qo8gX4jCjsqUVzA,2021-09,47,33,55785,1186
UCFG6teapZaN6J1oVXl7MYPA,2021-09,692,110,300080,433
UCs-lYkwb-NYKE9_ssTRDK3Q,2021-09,463,83,245733,530
UC_T1YqknD5yrpVlupc-ZXzg,2021-09,44,30,60155,1367
UCNA0XC_zxS63d4Q-JMIMyug,2021-09,180,91,258126,1434
UCdVOby6CAPrKCiJBoxUYQ5g,2021-09,17,7,6719,395
UClmIQjooMj60rUnK2Tol7dA,2021-09,30,23,34615,1153
UCwvycbDmTqmtVTkl9eUp0cA,2021-09,70,39,90034,1286
UCk5r533QVMgJUdWwqegH2TA,2021-09,8,6,5276,659
UCkL9OLKjIQbKk2CztbpOCFg,2021-09,7,5,2150,307
UCDekUkwwfSoGf-V5NzGB7zQ,2021-09,510,172,754983,1480
UC3n5uGu18FoCy23ggWWp8tA,2021-09,3545,2004,4246868,1197
UC0TXe_LYZ4scaW2XMyi5_kw,2021-09,303,169,351805,1161
UCdCczCYPOeP5hTfbx6tzz_A,2021-09,45,39,99709,2215
UCsUj0dszADCGbF3gNrQEuSQ,2021-09,3686,2024,4824776,1308
UC9V3Y3_uzU5e-usObb6IE1w,2021-09,355,215,191481,539
UCpRXCTyNNa-MnjhK6gisnRw,2021-09,32,21,18453,576
UC9EjSJ8pvxtvPdxLOElv73w,2021-09,117,53,126130,1078
UCBC7vYFNQoGPupe5NxPG4Bw,2021-09,1037,192,631337,608
UCg7aL_drCGzlPCrV6Hys_-w,2021-09,56,28,37140,663
UCo5pboqAxtr5gOFSDBGD09w,2021-09,323,94,277003,857
UC5ek2GWKvUKFgnKSHuuCFrw,2021-09,325,75,317238,976
UCp6993wxpyDPHUpavwDFqgg,2021-09,1168,711,2059798,1763
UCRvpMpzAXBRKJQuk-8-Sdvg,2021-09,91,49,147193,1617
UCveZ9Ic1VtcXbsyaBgxPMvg,2021-09,318,119,562274,1768
UCgttI8QfdWhvd3SRtCYcJzw,2021-09,988,121,978820,990
UCoM_XmK45j504hfUWvN06Qg,2021-09,497,288,883570,1777
UClzpoRto1BJXaRGe9OkkGLQ,2021-09,276,120,210019,760
UCL-2thbJ7grC9fmGF4OLuTg,2021-09,215,58,101339,471
UCsVUXbx_h0YEvfH41Zwa_5w,2021-09,1,1,646,646
UCFrH3bfn7gDeV29wrHHM80g,2021-09,42,30,38785,923
UCv6rts7X60zoL__5JPwdPGA,2021-09,145,44,47058,324
UC2pgR5ymUSD9Phepm0ej8CQ,2021-09,6,4,19253,3208
UCPeF0V8dzSUYHwgLjvC86PQ,2021-09,35,19,51671,1476
UCH0ObmokE-zUOeihkKwWySA,2021-09,66,28,28707,434
UCt7_srJeiw55kTcK7M9ID6g,2021-09,833,201,740836,889
UChSvpZYRPh0FvG4SJGSga3g,2021-09,206,118,220593,1070
UCZ1WJDkMNiZ_QwHnNrVf7Pw,2021-09,40,30,54906,1372
UC0lIq8G4LgDPlXsDmYSUExw,2021-09,81,20,36268,447
UCJubINhCcFXlsBwnHp0wl_g,2021-09,114,82,107616,944
UCxN7pUZzXmMOuost2oRCHUw,2021-09,29,22,23559,812
UCXU7YYxy_iQd3ulXyO-zC2w,2021-09,434,193,857195,1975
UCBJFtEEDnCpz8koPH-nLWUA,2021-09,54,41,65710,1216
UCf57-IJn5mUJDyqd9uNEmrg,2021-09,60,15,36260,604
UCuORn0gpP7nIM0M-H5oN7uw,2021-09,270,74,212606,787
UC2JWNoJJ8MRZkgINm2IhH7Q,2021-09,270,71,99634,369
UCjlO0QCarccGehZqm6rhnSQ,2021-09,439,116,816141,1859
UCmeyo5pRj_6PXG-CsGUuWWg,2021-09,33,31,30896,936
UCtpB6Bvhs1Um93ziEDACQ8g,2021-09,124,74,125488,1012
UCXhTIte6TjoItbiUVUnMIlA,2021-09,11,7,6501,591
UC3lNFeJiTq6L3UWoz4g1e-A,2021-09,25,17,80635,3225
UCDgH-CfHO85D0rxtXnXeN2w,2021-09,22,15,26600,1209
UCz6Gi81kE6p5cdW1rT0ixqw,2021-09,251,125,280244,1116
UCZ1xuCK1kNmn5RzPYIZop3w,2021-09,1092,686,1272675,1165
UCixf-9nmnPzTGeJTdW6TS-Q,2021-09,586,140,559737,955
UCmT0aSHuf-tb8UsvARLEjgg,2021-09,159,38,112217,705
UCxEyuO_ilEJ9P5BIbhASIew,2021-09,20,15,3304,165
UCrR7JxkbeLY82e8gsj_I0pQ,2021-09,9,5,3876,430
UCryOPk2GZ1meIDt53tL30Tw,2021-09,808,364,944920,1169
UC-o-E6I3IC2q8sAoAuM6Umg,2021-09,54,42,58374,1081
UCigpSsgPbdCxXtbfGksFIYQ,2021-09,25,8,28000,1120
UCyIcOCH-VWaRKH9IkR8hz7Q,2021-09,174,107,165877,953
UCB7sSUNwh_dXE7ZL3DsGDpw,2021-09,21,10,42515,2024
UCHVXbQzkl3rDfsXWo8xi2qw,2021-09,1737,903,2296010,1321
UC1CfXB_kRs3C-zaeTG3oGyg,2021-09,1708,526,1225021,717
UC3Ruo_5doyu514PesWGvCAg,2021-09,453,169,694783,1533
UCah4_WVjmr8XA7i5aigwV-Q,2021-09,26,17,38380,1476
UCom8rCUQZP98SIXJzMwjrxw,2021-09,183,86,279259,1526
UCfipDDn7wY-C-SoUChgxCQQ,2021-09,295,131,448902,1521
UCD-miitqNY3nyukJ4Fnf4_A,2021-09,1239,822,3156015,2547
UCOrjRyXJpMzfQFLWuWzGwlg,2021-09,56,39,66247,1182
UCHBhnG2G-qN0JrrWmMO2FTA,2021-09,181,127,501188,2768
UCwuS0uY-Z2Gr_5OV2oFybFA,2021-09,3,3,1470,490
UCQz5mRHdiwt7NrS9tc4D1Dg,2021-09,274,140,293078,1069
UCrhhJPNsOqzNIkUfTABoSpg,2021-09,107,62,142820,1334
UCUummegUoc-w7EDdk8Ps7BQ,2021-09,5,5,7630,1526
UC8CKGSvp9bRfmtWyfV5L9Jw,2021-09,27,21,37954,1405
UCD2W-dcuukl4oChTKATdSiw,2021-09,4,4,1698,424
UC0g1AE0DOjBYnLhkgoRWN1w,2021-09,670,326,998600,1490
UCVqeEUJOJgH2uam5q_78W4g,2021-09,7,5,8934,1276
UCX88Pe54pxbJDSGIyGrzNdg,2021-09,300,117,330161,1100
UCanL5ykFgPlyLtY9A2g1ayQ,2021-09,36,17,13206,366
UCM2SwvNjA0uH8oc5D0ihSDA,2021-09,308,208,537487,1745
UCz38T7U0zcNblWTV55shojg,2021-09,4,3,3220,805
UC46Wizhr_xgL9Rm9onVkPQQ,2021-09,8,5,4700,587
UChEe0jSUdb2ox9wQFYkByEQ,2021-09,2,2,480,240
UCL9dLCVvHyMiqjp2RDgowqQ,2021-09,13,13,53406,4108
UCRXBTd80F5IIWWY4HatJ5Ug,2021-09,18,14,26155,1453
UCiSm-bQq8dgIX6ZATVqEppg,2021-09,10,6,1016,101
UCstBOFri42BL70MswRQG3uw,2021-09,21,11,19430,925
UCBe_jjkUHhVNAj46bukAbJA,2021-09,260,118,502417,1932
UCx45gypxj0fME6zxsLKsNow,2021-09,1,1,500,500
UCCRZH38F6BkexM6edXkwG8g,2021-09,26,20,147820,5685
UCEYU-OEI9FnbeC5hna_cbhw,2021-09,112,88,196929,1758
UCQaGj_l3dqmGWJLEbEmwgFQ,2021-09,72,28,47713,662
UCRMpIxnySp7Fy5SbZ8dBv2w,2021-09,16,14,30300,1893
UCyb-cllCkMREr9de-hoiDrg,2021-09,207,88,175346,847
UCE0KFKU_O2FkHljyayB7kXw,2021-09,4,3,1700,425
UCEjysNG2a2UgCBIpJxBqn3w,2021-09,30,22,16871,562
UCa9wTL0z_iNN13n4G5VmbJg,2021-09,4,2,1700,425
UCBvICYXxPK8PkoocBGnmeHA,2021-09,11,7,8871,806
UC3Yu6xnvxBE4n6oZl-nvUrQ,2021-09,11,7,15310,1391
UC0Qt-ycVvKBcP5J_Xz44zTg,2021-09,25,18,25366,1014
UCle1cz6rcyH0a-xoMYwLlAg,2021-09,695,219,1326815,1909
UCWmJy4zKFf9Y_UQdS5sWuUg,2021-09,1,1,2000,2000
UC0QzO6nK1cEDZvJSt2769Zw,2021-09,12,11,7931,660
UC_fYA9QRK-aJnFTgvR_4zug,2021-09,16,16,12391,774
UCElr8slMrY-Cr764_QIJHPA,2021-09,289,44,141929,491
UCmqrvfLMws-GLGHQcB5dasg,2021-09,11,7,11085,1007
UCbT_hixd5zKuuuOk6vt3zCA,2021-09,21,10,6100,290
UC59t349CdSDtqNS0hNzwBjQ,2021-09,7,7,3049,435
UC7Gow-kNHq21oejSIDg9PAg,2021-09,6,3,4841,806
UCMYtONm441rBogWK_xPH9HA,2021-09,33,26,80020,2424
UCD8HOxPs4Xvsm8H0ZxXGiBw,2021-09,150,73,76779,511
UCdMpGhtL9oK8EYolTt8v4uQ,2021-09,50,37,34549,690
UC90vyzmRgWCE17-uWNsKW2Q,2021-09,180,42,108371,602
UC1EB8moGYdkoZQfWHjh7Ivw,2021-09,261,219,366390,1403
UCZwsOhl_T0k2Sgf7S3JReNQ,2021-09,8,8,4878,609
UCvmppcdYf4HOv-tFQhHHJMA,2021-09,24,24,31775,1323
UCjFu-9GHnabzSFRAYm1B9Dw,2021-09,12,4,8062,671
UCos71NPh5m9XYUqFhLCLAgw,2021-09,2,1,560,280
UCNjTjd2-PMC8Oo_-dCEss7A,2021-09,94,87,207353,2205
UCJA_J8CpKRT78Sr1bylS1vA,2021-09,45,27,50731,1127
UCk1qKLPaznd5gnKms-2XHaA,2021-09,5,5,3553,710
UCORH-VrhMk_S24HzI0jSQEA,2021-09,1,1,500,500
UCyO7wyh07pYJaZk51OV75bA,2021-09,138,88,128721,932
UChgPVLjqugDQpRLWvC7zzig,2021-09,215,183,190054,883
UCsCAwLNMv0ZdmO-QXQeK_Ig,2021-09,25,15,21837,873
UCZsMm2mdQgg3AG8lP8s5KOA,2021-09,27,21,29767,1102
UCARI2g7r-PHaxrIcAYsMfmA,2021-09,6,4,9298,1549
UC2dJpxRY3LdQMasgyxPpQ3g,2021-09,19,14,7014,369
UCGNxKTqNK3GMjgvgUixJroQ,2021-09,8,7,5989,748
UCLQIMDHNE0ZGAiHIdMbq7dw,2021-09,43,28,114056,2652
UCnTwPSKk1bOaQ8D95m2SwaQ,2021-09,24,11,11943,497
UC8Snw5i4eOJXEQqURAK17hQ,2021-09,14,10,8527,609
UCNwo7eikmX5HPs7NedWVBgw,2021-09,25,15,49568,1982
UCPvGypSgfDkVe7JG2KygK7A,2021-09,100,65,76172,761
UCLAl_kA_uPje7sH1TgJUnlw,2021-09,53,29,14320,270
UCKIEzDUVwfXcct3JPgNUw7w,2021-09,139,57,96434,693
UCoupL81t75_Z4XRKzOSHLbg,2021-09,17,11,46933,2760
UC53UDnhAAYwvNO7j_2Ju1cQ,2021-09,44,32,30115,684
UCtCnnCUn9IDDQRU9_04JD3g,2021-09,4,2,785,196
UCCJcCWrbQzz6eDhX4M1CUwg,2021-09,124,83,225907,1821
UCi6nV5Z2dzFuXBzLG3P9zqQ,2021-09,16,11,8506,531
UC-JSeFfovhNsEhftt1WHMvg,2021-09,47,34,34634,736
UChN7P9OhRltW3w9IesC92PA,2021-09,7,5,2830,404
UCvy86WpnHG-h7-tgBVQBJYg,2021-09,14,13,22542,1610
UCfPwtmjVXsByl4z8TT32Lbg,2021-09,5,3,5054,1010
UCvNn6mRroGDctnqU-FUsszg,2021-09,238,125,195877,823
UCbD_f85AMHomsGVFAgtpE5A,2021-09,3,3,2580,860
UCHTnX0CSX_KObo5I9WuZ64g,2021-09,3,3,2110,703
UCt8tmsv8kL9Nc1sxvCo9j4Q,2021-09,10,10,7074,707
UC9oudjCTHL2BfwxfDwI18eg,2021-09,100,78,153735,1537
UCnDZwUFMzqOBcF3bjRfZD-g,2021-09,10,9,11776,1177
UC4SUl-nTftCcl3t7NKPd0_Q,2021-09,167,65,188614,1129
UCxWAL-c1psONO_DfG-cq2iA,2021-09,962,518,610570,634
UCpWF1pMyJtMvlynspGnThdw,2021-09,8,5,3776,472
UCFGc2HPJyNXCa61ipu2Tnbw,2021-09,145,65,182037,1255
UCJ4VZaUiVC2vpN7TXG85M5g,2021-09,423,103,237038,560
UCX7YkU9nEeaoZbkVLVajcMg,2021-09,2,2,2684,1342
UCIqfGSGcz_q7zkZYlmU04GQ,2021-09,9,7,15753,1750
UCth5j6WaPTf9osdNrdz92PA,2021-09,22,8,9711,441
UCZdHIwgiWwtXGOUtcEToiTw,2021-09,2,1,2000,1000
UC-LsFNFBy1AwPFxbqPUQTEQ,2021-09,58,26,33420,576
UCrKS2bOUZDXA_R3qhCux7ow,2021-09,12,4,3810,317
UC4YaOt1yT-ZeyB0OmxHgolA,2021-09,37,30,98692,2667
UCPuqNtP0QO5uNUir6L7U-5g,2021-09,16,12,133570,8348
UC3iwL9Yz8LcKkJsnLPevOTQ,2021-09,2,2,2200,1100
UCQdqGzhc5Ey_5nh_bOowAhg,2021-09,103,59,43625,423
UC3uoOH4N2F4T9FyAGDwM6Ow,2021-09,33,30,20330,616
UCBz3ZLAMLt9h_XKsd8rVTAg,2021-09,83,53,79404,956
UCHz3PeU1RRcY9vJDSqsigIA,2021-09,58,30,15694,270
UCSCX0sQoGjiwooIFaN3hxZw,2021-09,19,13,61730,3248
UCN3mosAMYBdogyQovOhPrxA,2021-09,460,188,175761,382
UCt30jJgChL8qeT9VPadidSw,2021-09,334,281,556264,1665
UCnqDxEcVsvt7WpDy0px1HgA,2021-09,4,4,2540,635
UCOp2E63vw8m2ChLdvZ_fYYw,2021-09,512,176,383033,748
UCJjjeqEYMSzdsKt6vJ78WVw,2021-09,41,26,30791,751
UCvnO_CTJr80qayp5JFEf3Fw,2021-09,60,28,151002,2516
UCG_CzdeNlcDnBCK8AbgiuVw,2021-09,126,114,269500,2138
UCPLeqi7rIqS9uY4_TrSUOMg,2021-09,21,20,13660,650
UCD8i-h5iqOaysEkDnF1CQ_A,2021-09,58,32,124907,2153
UCiLt4FLjMXszLOh5ISi1oqw,2021-09,23,12,10584,460
UCYbzeYnRZuw7fZKrgu2bgtw,2021-09,51,22,46520,912
UCVFpIqGoTmFaoMmyFPRYrKA,2021-09,34,34,14533,427
UC36tM-mb6ve_OA3jPynxp7g,2021-09,11,7,3492,317
UC2yM1hTd8WNSdeS-zrnvxhg,2021-09,2,2,1110,555
UCQ1U65-CQdIoZ2_NA4Z4F7A,2021-09,14,12,9160,654
UC0e6zo8oX6ISSBjPaSZsjeA,2021-09,15,13,18423,1228
UCvzVB-EYuHFXHZrObB8a_Og,2021-09,64,59,171431,2678
UCZ2rFJTs3IPJzYfxtvbKp8Q,2021-09,44,22,85048,1932
UCyn3sHnu7Q2D4vF7jhd6fzQ,2021-09,150,23,135260,901
UCPkKpOHxEDcwmUAnRpIu-Ng,2021-09,842,578,1122187,1332
UCClwIqTUn5LDpFucHyaAhHg,2021-09,61,52,115508,1893
UCvPlw6DtODOTwt76eaJg4Dw,2021-09,4,3,485,121
UCAE1yQeCWiv1eSxAmzpzD4Q,2021-09,6,6,3580,596
UCCXME7oZmXB2VFHJbz5496A,2021-09,69,47,118750,1721
UCrwJvtphcyux30pAgoX68jA,2021-09,29,24,64328,2218
UCkxGPGlk9AZA58vvIuVRGog,2021-09,1,1,200,200
UC5YTIcyZ_lstc3FstTX4acA,2021-09,6,4,6160,1026
UCE5rWcDxLPaaUFWOxzJFfNg,2021-09,1,1,250,250
UCz6vnIbgiqFT9xUcD6Bp65Q,2021-09,12,10,11364,947
UCOmjciHZ8Au3iKMElKXCF_g,2021-09,7,6,5404,772
UC23pFx4llMrwDvGJ7DqT87Q,2021-09,11,7,6702,609
UCmZA7XRRzmxhM4jPltZX1Zg,2021-09,26,18,19954,767
UCgmlcscaWprxYw0hta4JQuQ,2021-09,6,6,6017,1002
UCnvVG9RbOW3J6Ifqo-zKLiw,2021-10,145,60,142835,985
UC6tSB9TnO0f01OBeo9UEJZA,2021-10,1604,350,403188,251
UCV1xUwfM2v2oBtT3JNvic3w,2021-10,2988,836,2287969,765
UC_WOBIopwUih0rytRnr_1Ag,2021-10,548,189,473156,863
UCkIimWZ9gBJRamKF0rmPU8w,2021-10,518,132,460176,888
UCu-J8uIXuLZh16gG-cT1naw,2021-10,323,150,769138,2381
UCOp2E63vw8m2ChLdvZ_fYYw,2021-10,20,7,8148,407
UC9XcNoPlGUe9urp1MGDM2wQ,2021-10,257,62,109238,425
UC66DRsVkzrPAp6hZV7-HBGw,2021-10,165,75,92709,561
UCL_qhgtOy0dy1Agp8vkySQg,2021-10,3425,1128,5224761,1525
UCIG9rDtgR45VCZmYnd-4DUw,2021-10,253,126,230498,911
UCLAl_kA_uPje7sH1TgJUnlw,2021-10,286,73,65611,229
UCQaJqos8UXzEWYtnpIZeclA,2021-10,139,36,189034,1359
UC1QgXt46-GEvtNjEC1paHnw,2021-10,138,62,116228,842
UCRm6lqtdxs_Qo6HeL-SRQ-w,2021-10,830,315,672239,809
UCIeSUTOTkF9Hs7q3SGcO-Ow,2021-10,3002,874,3239779,1079
UCBQd84IW8OvM8H5jftHdvmw,2021-10,251,61,136943,545
UCYKP16oMX9KKPbrNgo_Kgag,2021-10,583,201,598614,1026
UCANDOlYTJT7N5jlRC3zfzVA,2021-10,720,353,512063,711
UCuaDidGk4HNLOnQE9wzMMeQ,2021-10,175,62,87443,499
UCmbs8T6MWqUHP1tIQvSgKrg,2021-10,2761,1020,3222765,1167
UCfipDDn7wY-C-SoUChgxCQQ,2021-10,329,113,314725,956
UCgA2jKRkqpY_8eysPUs8sjw,2021-10,925,296,705496,762
UCYz_5n-uDuChHtLo7My1HnQ,2021-10,1179,586,1668414,1415
UC7CtvN04ublW4LGTPksG6mg,2021-10,213,79,98953,464
UCvaTdHTWBGv3MKj3KVqJVCw,2021-10,3868,866,2086112,539
UCoAw3SML_09dF-7yhQU8wFQ,2021-10,450,105,329320,731
UCZlDXzGoo7d44bwdNObFacg,2021-10,5010,899,6165517,1230
UCg7sW-h1PUowdiR5K4HlBew,2021-10,269,61,367441,1365
UCF_U2GCKHvDz52jWdizppIA,2021-10,266,120,321586,1208
UCRqBKoKuX30ruKAq05pCeRQ,2021-10,243,97,202927,835
UC6oDys1BGgBsIC3WhG1BovQ,2021-10,293,94,186945,638
UCUKD-uaobj9jiqB-VXt71mA,2021-10,5361,1531,4793571,894
UC2hWFlqMew61Jy6A8zu5HzQ,2021-10,304,50,144272,474
UC2JWNoJJ8MRZkgINm2IhH7Q,2021-10,294,71,102718,349
UC3Z7UaEe_vMoKRz9ABQrI5g,2021-10,1150,75,380861,331
UCckQQRZVF9x2GjroBjNIX_Q,2021-10,56,30,37972,678
UC01gb86Qdlkh23Nqk3A1OLQ,2021-10,64,25,49663,775
UCg63a3lk6PNeWhVvMRM_mrQ,2021-10,221,96,332109,1502
UCvInZx9h3jC2JzsIzoOebWg,2021-10,2280,604,3056356,1340
UCvPlw6DtODOTwt76eaJg4Dw,2021-10,66,28,35639,539
UCjXJYPsKxoJyc-1RPB6dSyw,2021-10,309,76,299790,970
UChAnqc_AY5_I3Px5dig3X1Q,2021-10,4148,1521,5696206,1373
UCyl1z3jo3XHR1riLFKG5UAg,2021-10,1446,503,1456394,1007
UCAWSyEs_Io8MtpY3m-zqILA,2021-10,4096,991,3802003,928
UCP4nMSTdwU1KqYWu3UH5DHQ,2021-10,2571,726,2183308,849
UC0ZTVxCHkZanT5dnP2FZD4Q,2021-10,435,98,260714,599
UCxEyuO_ilEJ9P5BIbhASIew,2021-10,127,78,131177,1032
UCtpB6Bvhs1Um93ziEDACQ8g,2021-10,150,86,124672,831
UCMzVa7B8UEdrvUGsPmSgyjA,2021-10,32,15,21457,670
UCeGendL8CO5RkffB6IFwHow,2021-10,301,100,380980,1265
UCJubINhCcFXlsBwnHp0wl_g,2021-10,37,32,27014,730
UCbc8fwhdUNlqi-J99ISYu4A,2021-10,513,218,368763,718
UCZfQRuwSLty74QAj55BaKlA,2021-10,159,51,183655,1155
UCDl5qfjqZR5MLN1pogAgBog,2021-10,190,45,140804,741
UCb6ObE-XGCctO3WrjRZC-cw,2021-10,424,172,426567,1006
UC1uv2Oq6kNxgATlCiez59hw,2021-10,1997,649,2340114,1171
UCFKOVgVbGmX65RxO3EtH3iw,2021-10,8949,1226,5782551,646
UCmovZ2th3Sqpd00F5RdeigQ,2021-10,707,306,867431,1226
UCLnKUWEIEVESNY-537GRU3g,2021-10,553,50,242259,438
UCJ4VZaUiVC2vpN7TXG85M5g,2021-10,1167,171,625649,536
UCxBmyZNQDFJVr9-ZE7hAYfA,2021-10,2894,229,2451065,846
UCXtQTtPJedfjqEPysorbsMg,2021-10,19,15,28632,1506
UChrTMfNcD1eN2ENGWBD7lUQ,2021-10,525,249,702324,1337
UCV2m2UifDGr3ebjSnDv5rUA,2021-10,214,60,185950,868
UCLyTXfCZtl7dyhta9Jg3pZg,2021-10,1845,331,992651,538
UCGNI4MENvnsymYjKiZwv9eg,2021-10,46,28,63395,1378
UChLfthKoUV502J7gU9STArg,2021-10,710,468,1013977,1428
UCLjx3lqIkYkPCBJop8czJ2A,2021-10,79,40,50211,635
UCgYCMluaLpERsyNXlPOvBtA,2021-10,1027,450,998862,972
UCGWa1dMU_sDCaRQjdabsVgg,2021-10,264,149,341801,1294
UCFEd5V7VcxBPPcuMGpmvkQA,2021-10,922,86,362145,392
UCnRQYHTnRLSF0cLJwMnedCg,2021-10,27,18,76528,2834
UCDqI2jOz0weumE8s7paEk6g,2021-10,601,292,575852,958
UCryOPk2GZ1meIDt53tL30Tw,2021-10,458,180,418476,913
