channelId,period,superChats,uniqueSuperChatters,totalSC,averageSC
UCtxY8FW7NsYLggrczfoI-1w,2022-01,141,50,135282,959
UCs-lYkwb-NYKE9_ssTRDK3Q,2022-01,427,87,171738,402
UCjtEttSHpJacfd7a6fc4VXQ,2022-01,120,74,240320,2002
UCD8i-h5iqOaysEkDnF1CQ_A,2022-01,82,42,113562,1384
UC727SQYUvx5pDDGQpTICNWg,2022-01,261,129,241748,926
UCspv01oxUFf_MTSipURRhkA,2022-01,951,473,2310067,2429
UC18VFVHU39UjKn3dr9sVEKA,2022-01,115,48,141558,1230
UCVKdX-jZ0frmU4SJm43yh6g,2022-01,60,34,68741,1145
UCxLgvntienV0kwNLxrbcmyQ,2022-01,880,134,1038353,1179
UCerH0KOGyPaC5WueExiicZQ,2022-01,44,30,92012,2091
UCRf7OJA3azS4RsGd_G96FUw,2022-01,344,118,318141,924
UC_HrzgYmapddmGSfn2UMHTA,2022-01,134,62,153007,1141
UCO2bnzPlCau6YzLoSt8EDdA,2022-01,80,30,67993,849
UCwL7dgTxKo8Y4RFIKWaf8gA,2022-01,1189,323,1303246,1096
UCuvk5PilcvDECU7dDZhQiEw,2022-01,1014,342,1397869,1378
UCuaDidGk4HNLOnQE9wzMMeQ,2022-01,106,45,39209,369
UCwrjITPwG4q71HzihV2C7Nw,2022-01,278,170,206545,742
UCKeAhJvy8zgXWbh9duVjIaQ,2022-01,916,365,735751,803
UCivDgaCAh7WPBoKA24WNwJQ,2022-01,236,110,198223,839
UCFEd5V7VcxBPPcuMGpmvkQA,2022-01,666,89,394837,592
UC2Rr7mILebYLTjd38DNNUTw,2022-01,9,9,6710,745
UCfiy-dr0s1O6LJRV6KHomLw,2022-01,30,23,16752,558
UC5yckZliCkuaEFbqzLBD7hQ,2022-01,7,5,3011,430
UCKAeNMLH_zCv-pSVjWLyHYw,2022-01,74,42,148988,2013
UCdpUojq0KWZCN9bxXnZwz5w,2022-01,479,251,1016979,2123
UC4yNIKGvy-YUrwYupVdLDXA,2022-01,4397,1924,7970450,1812
UCswvd6_YWmd6riRk-8oT-sA,2022-01,396,130,349999,883
UC1suqwovbL1kzsoaZgFZLKg,2022-01,874,448,891071,1019
UC2gPbOjo_NM2QeroArW8Yeg,2022-01,137,50,92333,673
UCTIE7LM5X15NVugV7Krp9Hw,2022-01,427,219,570984,1337
UCs86f6tbWatcKVt7emv9hfQ,2022-01,488,158,327031,670
UCw8bMzcXgX4SAQPraOJIVgA,2022-01,118,60,203125,1721
UCKJexadCeNo3lu0U20skmNg,2022-01,172,53,87311,507
UCeK9HFcRZoTrvqcUCtccMoQ,2022-01,197,93,195615,992
UCJvlpuVIAyx34oYXi-uciNQ,2022-01,1206,136,1096260,909
UC9EjSJ8pvxtvPdxLOElv73w,2022-01,610,294,925248,1516
UCR4HhH-VSMQjySd0qoVh91g,2022-01,6,6,4955,825
UC3K7pmiHsNSx1y0tdx2bbCw,2022-01,111,50,186801,1682
UCg7sW-h1PUowdiR5K4HlBew,2022-01,218,57,275359,1263
UCoM_XmK45j504hfUWvN06Qg,2022-01,406,199,830439,2045
UCykMWf8B8I7c_jA8FTy2tGw,2022-01,220,61,75641,343
UCNVEsYbiZjH5QLmGeSgTSzg,2022-01,406,199,581927,1433
UCD-miitqNY3nyukJ4Fnf4_A,2022-01,437,221,966538,2211
UCOfuarJ9_C5OAD0mGS7KCyg,2022-01,303,115,332402,1097
UCTMgd9qnUD9qKBX5oTtD6ug,2022-01,247,137,238795,966
UCwcyyxn6h9ex4sMXGtpQE_g,2022-01,193,127,246557,1277
UCw1KNjVqfrJSfcFd6zlcSzA,2022-01,163,50,116510,714
UCQdqGzhc5Ey_5nh_bOowAhg,2022-01,57,31,13471,236
UCerkculBD7YLc_vOGrF7tKg,2022-01,318,159,422476,1328
UCD8HOxPs4Xvsm8H0ZxXGiBw,2022-01,877,288,909331,1036
UCIeSUTOTkF9Hs7q3SGcO-Ow,2022-01,1554,546,1439548,926
UCJePO0Zl-zZTqjpHO82RNNA,2022-01,185,78,84265,455
UCmEehAwjzjAk1cwPP9DOaHw,2022-01,301,68,412008,1368
UCRWF6QSuklmwY3UJHyVTQ1w,2022-01,276,82,187293,678
UCQz5mRHdiwt7NrS9tc4D1Dg,2022-01,655,368,782957,1195
UC22BVlBsZc6ta3Dqz75NU6Q,2022-01,155,113,141845,915
UCH1B9AR8sfWJVf9zcu9rbGg,2022-01,651,138,647223,994
UCsHILl-8i1H9316RPeTEcfQ,2022-01,74,23,33306,450
UC0WwEfE-jOM2rzjpdfhTzZA,2022-01,96,37,50473,525
UCwXfrtn26oj7JW9fwB_z1bw,2022-01,588,143,212420,361
UCuep1JCrMvSxOGgGhBfJuYw,2022-01,1752,523,1865987,1065
UCuJpyIPTENcIMpdqGYCU6WA,2022-01,63,35,75044,1191
UCIJ6TGsTcBlYGUj-zbL60EQ,2022-01,10,8,6179,617
UCykgAuIjn70_CXLNjZ8zppQ,2022-01,421,107,94223,223
UCW8WKciBixmaqaGqrlTITRQ,2022-01,934,367,948307,1015
UC_82HBGtvwN1hcGeOGHzUBQ,2022-01,173,98,286726,1657
UCjXJYPsKxoJyc-1RPB6dSyw,2022-01,102,37,121903,1195
UChAOCCFuF2hto05Z68xp56A,2022-01,1162,146,709623,610
UCkJ64W0J7R0zCSAsZfRIhVQ,2022-01,1166,96,568691,487
UCYadZR9mRignx4RKvPow44g,2022-01,129,44,40891,316
UCvPlw6DtODOTwt76eaJg4Dw,2022-01,253,52,101766,402
UC1uv2Oq6kNxgATlCiez59hw,2022-01,3462,1283,5858363,1692
UCBhhDcVyOAhmUERi1PsQ4Rw,2022-01,880,149,500167,568
UCrJWs9LeZ0LcnHfRxi8OKPQ,2022-01,9,9,6400,711
UCg63a3lk6PNeWhVvMRM_mrQ,2022-01,190,106,373284,1964
UCIytNcoz4pWzXfLda0DoULQ,2022-01,195,116,536346,2750
UC-6rZgmxZSIbq786j3RD5ow,2022-01,1273,530,1589485,1248
UCJvCDGShDAxcqe-MdwUcJjA,2022-01,12,10,11350,945
UCIBj1-d71vKjRftiauF50pg,2022-01,13,5,23235,1787
UCb6ObE-XGCctO3WrjRZC-cw,2022-01,251,107,233860,931
UCTi_rzf5QIkXjhJjkbcAdTg,2022-01,68,52,59380,873
UCHK5wkevfaGrPr7j3g56Jmw,2022-01,329,97,390898,1188
UC48jH1ul-6HOrcSSfoR02fQ,2022-01,242,173,649768,2684
UCtnO2N4kPTXmyvedjGWdx3Q,2022-01,149,77,275020,1845
UCMAc88lqzqGV0uxgw9JDj0w,2022-01,128,54,123790,967
UC9V3Y3_uzU5e-usObb6IE1w,2022-01,1013,596,1049054,1035
UCgM1sly6rnxqWe8GLbceEag,2022-01,228,74,188803,828
UCWQGiZK_rAMpnl4awiUrqqg,2022-01,315,33,216459,687
UCxm2qC7Z7cjDAd6yPyl-sKQ,2022-01,449,96,148925,331
UC4J0GZLM55qrFh2L-ZAb2LA,2022-01,381,62,68269,179
UChrTMfNcD1eN2ENGWBD7lUQ,2022-01,916,563,2223345,2427
UClV7gDF9sUzu4jJCK7rCYkQ,2022-01,218,45,143653,658
UC1zFJrfEKvCixhsjNSb1toQ,2022-01,277,127,252123,910
UCgmFrRcyH7d1zR9sIVQhFow,2022-01,1131,479,2683064,2372
UCebT4Aq-3XWb5je1S1FvR_A,2022-01,7,5,5411,773
UCsg-YqdqQ-KFF0LNk23BY4A,2022-01,156,102,295753,1895
UCbc8fwhdUNlqi-J99ISYu4A,2022-01,711,262,530083,745
UCKMYISTJAQ8xTplUPHiABlA,2022-01,517,352,746422,1443
UC4SUl-nTftCcl3t7NKPd0_Q,2022-01,385,73,182235,473
UCt8tmsv8kL9Nc1sxvCo9j4Q,2022-01,7,7,19054,2722
UCANDOlYTJT7N5jlRC3zfzVA,2022-01,619,332,730959,1180
UCeqIMtLuGc3YgwkhEaG8oDg,2022-01,47,24,112149,2386
UCHPfTzszxxBC2whb9vWaHPg,2022-01,15,10,18444,1229
UCSFCh5NL4qXrAy9u-u2lX3g,2022-01,870,557,1279576,1470
UCkngxfPbmGyGl_RIq4FA3MQ,2022-01,798,393,560791,702
UCryOPk2GZ1meIDt53tL30Tw,2022-01,538,192,481935,895
UCL4UZHX-26xAtVT4Jys5A1Q,2022-01,140,47,193932,1385
UCFsWaTQ7kT76jNNGeGIKNSA,2022-01,473,221,543384,1148
UC1QgXt46-GEvtNjEC1paHnw,2022-01,173,88,162696,940
UCz1RAeb7dVaUcd-4rEgyxPw,2022-01,71,23,54871,772
UCZ1xuCK1kNmn5RzPYIZop3w,2022-01,1146,656,1385194,1208
UC5CwaMl1eIgY8h02uZw7u8A,2022-01,2008,1021,2529339,1259
UC9mf_ZVpouoILRY9NUIaK-w,2022-01,259,144,616077,2378
UCSH4t_nhsNIoxPza4ooYqaA,2022-01,61,38,87949,1441
UCnTwPSKk1bOaQ8D95m2SwaQ,2022-01,4,4,1750,437
UCM2SwvNjA0uH8oc5D0ihSDA,2022-01,224,160,345587,1542
UCF_U2GCKHvDz52jWdizppIA,2022-01,331,215,633769,1914
UCnJ-ocjLykKU4c7INl5Us6Q,2022-01,1827,180,1746778,956
UCN7sEdAjj4Q--al9pDsCPOg,2022-01,119,61,133109,1118
UCAr7rLi_Wn09G-XfTA07d4g,2022-01,427,246,478837,1121
UC2kyQhzGOB-JPgcQX9OMgEw,2022-01,270,118,350519,1298
UCj_dHWD0o2k_Ef4lwcXd0Iw,2022-01,14,7,9969,712
UC-LsFNFBy1AwPFxbqPUQTEQ,2022-01,34,17,22751,669
UCB1s_IdO-r0nUkY2mXeti-A,2022-01,190,108,205839,1083
UCKwATdrcjyzNv9c56PqJbWA,2022-01,79,26,62080,785
UC-o-1qjKkMLq-ZFxXIzOUBQ,2022-01,280,80,145138,518
UCiAONpBlBxxtKD4YE6K-ckw,2022-01,79,46,37417,473
UCWq6L3iY4hGK4LmylvQtj-g,2022-01,296,71,318674,1076
UCJ4VZaUiVC2vpN7TXG85M5g,2022-01,906,139,1241405,1370
UCLMC54YctropOupFX8jyz9A,2022-01,98,79,85741,874
UCBQd84IW8OvM8H5jftHdvmw,2022-01,172,64,196465,1142
UCvmppcdYf4HOv-tFQhHHJMA,2022-01,72,57,103904,1443
UCw-jEa3_788VkvM2zHzrDnw,2022-01,40,28,59001,1475
UCyn3sHnu7Q2D4vF7jhd6fzQ,2022-01,79,24,63950,809
UCil-nSDmDTgV9n4jjb95znw,2022-01,19,11,16450,865
UCPuqNtP0QO5uNUir6L7U-5g,2022-01,78,28,179880,2306
UCyZZMKRn-mUEkPzaqa9b6bg,2022-01,91,44,77283,849
UCqTGCMjeKOclEEfW8Vs7sXQ,2022-01,328,188,388676,1184
UC7fk0CB07ly8oSl0aqKkqFg,2022-01,938,603,2167555,2310
UCHz3PeU1RRcY9vJDSqsigIA,2022-01,215,58,119186,554
UCDl5qfjqZR5MLN1pogAgBog,2022-01,237,41,263294,1110
UC3uoOH4N2F4T9FyAGDwM6Ow,2022-01,72,57,130456,1811
UCL_O_HXgLJx3Auteer0n0pA,2022-01,810,426,1230844,1519
UCXU7YYxy_iQd3ulXyO-zC2w,2022-01,461,269,1143501,2480
UCYOjhswZ0y5KYoLdMNR5QvQ,2022-01,70,15,32142,459
UCCJcCWrbQzz6eDhX4M1CUwg,2022-01,18,11,11000,611
UCZ8HRnRgOhsjsnEPU37m4Cg,2022-01,44,26,37978,863
UCUc8GZfFxtmk7ZwSO7ccQ0g,2022-01,403,260,480428,1192
UCpWF1pMyJtMvlynspGnThdw,2022-01,8,5,11667,1458
UClxrt4pRmaqQnSlDii3EJBQ,2022-01,141,41,86529,613
UCh03lxwbX8zXkeGyOMZJ9Ow,2022-01,170,49,123811,728
UCllKI7VjyANuS1RXatizfLQ,2022-01,128,94,222255,1736
UCp-UfRz1EEPlX6xwfPKd2lQ,2022-01,72,18,48089,667
UCBJFsaCvgBa1a9BnEaxu97Q,2022-01,186,62,133762,719
UCobENw9ZqZb1dpu6pT_8-9g,2022-01,257,61,314601,1224
UCFTLzh12_nrtzqBPsTCqenA,2022-01,792,456,1239090,1564
UCijNnZ-6m8g85UGaRAWuw7g,2022-01,4,2,1962,490
UCGw7lrT-rVZCWHfdG9Frcgg,2022-01,139,90,196368,1412
UCv2byPgvl60Mh1vQBnXuksA,2022-01,68,35,61728,907
UCyIcOCH-VWaRKH9IkR8hz7Q,2022-01,113,81,135654,1200
UCGNxKTqNK3GMjgvgUixJroQ,2022-01,4,4,12902,3225
UCiqtXLBjDT6TRLhetkqO4nA,2022-01,524,192,431083,822
UCsA8nM8e5--IdeRaxZwTWHg,2022-01,61,24,33301,545
UC3IEz9Vohkw1PLZR7fx8zqQ,2022-01,71,28,86214,1214
UCyKsg-57XC9pyHbP7v3kCPQ,2022-01,900,214,638875,709
UC1ucgoC_sGww_Euu5iMqpQw,2022-01,161,83,297408,1847
UCp6993wxpyDPHUpavwDFqgg,2022-01,540,272,731970,1355
UC53UDnhAAYwvNO7j_2Ju1cQ,2022-01,379,198,470619,1241
UCZYyhgoV314CM14zBD6vd4A,2022-01,200,141,341622,1708
UCt5-0i4AVHXaWJrL8Wql3mw,2022-01,239,166,291220,1218
UCXp7sNC0F_qkjickvlYkg-Q,2022-01,430,149,421580,980
UCGWa1dMU_sDCaRQjdabsVgg,2022-01,115,77,130675,1136
UCkL9OLKjIQbKk2CztbpOCFg,2022-01,4,4,1188,297
UC0TXe_LYZ4scaW2XMyi5_kw,2022-01,183,144,262249,1433
UCflNPJUJ4VQh1hGDNK7bsFg,2022-01,59,25,57790,979
UCQY514VtpAastF9qI1mVr9w,2022-01,13,10,4902,377
UCQgi2mK2f9l0Dky2-YhVTYQ,2022-01,217,79,329305,1517
UCXW4MqCQn-jCaxlX-nn-BYg,2022-01,677,368,1603492,2368
UCgmlcscaWprxYw0hta4JQuQ,2022-01,60,27,31145,519
UCK4t1P3Aqqe6NDyRS92Opcg,2022-01,7,5,4126,589
UCurEA8YoqFwimJcAuSHU0MQ,2022-01,444,190,500493,1127
UC7wZb5INldbGweowOhBIs8Q,2022-01,166,50,158991,957
UCHTnX0CSX_KObo5I9WuZ64g,2022-01,323,111,379659,1175
UCmqrvfLMws-GLGHQcB5dasg,2022-01,78,46,112502,1442
UCpJtk0myFr5WnyfsmnInP-w,2022-01,115,85,119217,1036
UCXRlIK3Cw_TJIQC5kSJJQMg,2022-01,1236,568,804750,651
UCYbzeYnRZuw7fZKrgu2bgtw,2022-01,159,51,202187,1271
UCvNn6mRroGDctnqU-FUsszg,2022-01,160,66,95856,599
UCiLt4FLjMXszLOh5ISi1oqw,2022-01,267,70,229023,857
UCZ1WJDkMNiZ_QwHnNrVf7Pw,2022-01,189,116,323884,1713
UCUKngXhjnKJ6KCyuC7ejI_w,2022-01,35,18,35300,1008
UCgTzsBI0DIRopMylJEDqnog,2022-01,82,54,167806,2046
UCo2N7C-Z91waaR6lF3LL_jw,2022-01,1087,607,2294746,2111
UCHCbWdtJmZX9pEFtSye_juA,2022-01,98,49,199778,2038
UCUummegUoc-w7EDdk8Ps7BQ,2022-01,17,9,5828,342
UCXhTIte6TjoItbiUVUnMIlA,2022-01,12,8,14349,1195
UCPeF0V8dzSUYHwgLjvC86PQ,2022-01,9,7,18930,2103
UCk0dNVAdlgn4ynURwAq_z2A,2022-01,8,8,21700,2712
UCAoy6rzhSf4ydcYjJw3WoVg,2022-01,155,82,207983,1341
UCfPwtmjVXsByl4z8TT32Lbg,2022-01,32,24,49422,1544
UCMIdnCqg2aqUS2V3ByzoBcg,2022-01,13,5,22078,1698
UCdVOby6CAPrKCiJBoxUYQ5g,2022-01,3,1,2851,950
UCpHIwGHq_3OfX42cyfyJp-A,2022-01,306,73,405048,1323
UC3Yu6xnvxBE4n6oZl-nvUrQ,2022-01,18,8,18511,1028
UCYKX4HL54erXdCyMj7TpFyg,2022-01,24,18,8745,364
UCj_KuUzpOXAliYEesJwdrbw,2022-01,500,268,495813,991
UC_kJ27jGTWYniW-Xy3Ms5Cw,2022-01,479,54,545034,1137
UCX88Pe54pxbJDSGIyGrzNdg,2022-01,50,20,93958,1879
UCD1QOCJIAPsMKMvRSXjLahw,2022-01,228,94,293385,1286
UCV4EoK6BVNl7wxuxpUvvSWA,2022-01,53,36,70238,1325
UCWCc8tO-uUl_7SJXIKJACMw,2022-01,183,85,368600,2014
UC5cbSyFTohO2_PJAqr-6NFA,2022-01,71,35,78438,1104
UCmyc8eVR3G9A7hjaHsLR6NQ,2022-01,752,131,372548,495
UCQRfUPNla7dB-kdcWD92lJg,2022-01,119,45,84897,713
UCgttI8QfdWhvd3SRtCYcJzw,2022-01,1046,224,805444,770
UC_xpCnfLvFtbKIVSm-cJX0w,2022-01,34,18,22787,670
UCA3WE2WRSpoIvtnoVGq4VAw,2022-01,22,11,15226,692
UChN7P9OhRltW3w9IesC92PA,2022-01,7,6,6304,900
UCahgMxSIQ2zIRrPKhM6Mjvg,2022-01,159,101,92843,583
UCN3mosAMYBdogyQovOhPrxA,2022-01,1221,344,413160,338
UCfol9ZU2HpEajyBDj-EbiOQ,2022-01,50,28,10101,202
UCZsMm2mdQgg3AG8lP8s5KOA,2022-01,21,13,13236,630
UC3n5uGu18FoCy23ggWWp8tA,2022-01,1638,884,2543348,1552
UC0lIq8G4LgDPlXsDmYSUExw,2022-01,76,24,39465,519
UC_T1YqknD5yrpVlupc-ZXzg,2022-01,71,41,130921,1843
UCjXBuHmWkieBApgBhDuJMMQ,2022-01,209,113,247430,1183
UCFVkfdFmaOh7BCtrqw8YvaA,2022-01,63,25,45559,723
UC--zuEfONeFXPvLqX0Kvbuw,2022-01,505,133,790176,1564
UC3EhsuKdEkI99TWZwZgWutg,2022-01,206,90,252904,1227
UCMxKcUjeTEcgHmC9Zzn3R4w,2022-01,29,15,73370,2530
UCMkILyjhk3YhIa-W1lxInNA,2022-01,44,17,48968,1112
UCpDXyTzTvpVuW4LTwJ4ar9g,2022-01,88,39,187719,2133
UCyb-cllCkMREr9de-hoiDrg,2022-01,314,173,435914,1388
UCVFpIqGoTmFaoMmyFPRYrKA,2022-01,111,69,76977,693
UC3Ruo_5doyu514PesWGvCAg,2022-01,427,129,480057,1124
UCt30jJgChL8qeT9VPadidSw,2022-01,1975,1422,3234950,1637
UCe_p3YEuYJb8Np0Ip9dk-FQ,2022-01,141,91,188270,1335
UCIqfGSGcz_q7zkZYlmU04GQ,2022-01,16,9,20033,1252
UCFv2z4iM5vHrS8bZPq4fHQQ,2022-01,130,65,244654,1881
UCom8rCUQZP98SIXJzMwjrxw,2022-01,32,23,57108,1784
UCo7TRj3cS-f_1D9ZDmuTsjw,2022-01,535,239,742360,1387
UCQLyq7TDKHlmp2Ufd5Z2qMw,2022-01,22,15,32132,1460
UC37QJeT8wHMoZlMasJ7CEbw,2022-01,1,1,2440,2440
UClzpoRto1BJXaRGe9OkkGLQ,2022-01,194,80,133806,689
UCAHXqn4nAd2j3LRu1Qyi_JA,2022-01,138,60,188799,1368
UC3iwL9Yz8LcKkJsnLPevOTQ,2022-01,16,11,22486,1405
UC7WY5VP-P-rSb2ES5npk8yA,2022-01,283,108,312275,1103
UCf57-IJn5mUJDyqd9uNEmrg,2022-01,75,34,76238,1016
UCmZA7XRRzmxhM4jPltZX1Zg,2022-01,34,25,17332,509
UCHot5CnoLQreG7B3N_A_EMA,2022-01,17,9,19393,1140
UChSvpZYRPh0FvG4SJGSga3g,2022-01,431,188,977983,2269
UCMxxFFeuhFQ30quuePTym0A,2022-01,14,5,4133,295
UC3ql_EU4JnaE3Rh3cqbHu6g,2022-01,60,32,94862,1581
UC1opHUrw8rvnsadT-iGp7Cg,2022-01,2062,729,3349139,1624
UCwokZsOK_uEre70XayaFnzA,2022-01,611,216,1028197,1682
UCFG6teapZaN6J1oVXl7MYPA,2022-01,282,101,236192,837
UCfeznQrLe9URem6xJmWQVlw,2022-01,191,46,116166,608
UC6TfqY40Xt1Y0J-N18c85qQ,2022-01,115,44,103411,899
UCV5ZZlLjk5MKGg3L0n0vbzw,2022-01,610,283,766002,1255
UCeShTCVgZyq2lsBW9QwIJcw,2022-01,898,407,1374058,1530
UCD2W-dcuukl4oChTKATdSiw,2022-01,2,2,1001,500
UCoJ0Ct-jdas4cLPpSp06gZg,2022-01,3,3,11712,3904
UCv1fFr156jc65EMiLbaLImw,2022-01,203,188,542009,2669
UC1CfXB_kRs3C-zaeTG3oGyg,2022-01,720,303,924032,1283
UCL-2thbJ7grC9fmGF4OLuTg,2022-01,92,47,50820,552
UCigpSsgPbdCxXtbfGksFIYQ,2022-01,24,15,90950,3789
UCYtAxnaX9bJ8z_AdMNbH_Bw,2022-01,36,11,43742,1215
UC3czs41x7HD5-nk_cZ-Eo3g,2022-01,325,70,50779,156
UCIwHOJn_3QjBTwQ_gNj7WRA,2022-01,37,23,18050,487
UCjFu-9GHnabzSFRAYm1B9Dw,2022-01,10,4,3822,382
UCPcsJUA8PhOy3c4y1Q1eu3g,2022-01,173,47,134763,778
UCo5pboqAxtr5gOFSDBGD09w,2022-01,141,50,106987,758
UCKRGwowORbvAnoeZ-G06duQ,2022-01,213,101,215931,1013
UCWRgyZ7sllnMwli-9IeouTQ,2022-01,150,79,113751,758
UCIdEIHpS0TdkqRkHL5OkLtA,2022-01,589,204,447119,759
UC6eVhk2wg_MqHdLcB1kPvGw,2022-01,163,49,45451,278
UCMzxQ58QL4NNbWghGymtHvw,2022-01,139,78,135720,976
UCLnKUWEIEVESNY-537GRU3g,2022-01,604,52,329739,545
UCmbs8T6MWqUHP1tIQvSgKrg,2022-01,1859,700,2216787,1192
UCMzVa7B8UEdrvUGsPmSgyjA,2022-01,27,16,20912,774
UCDh2bWI5EDu7PavqwICkVpA,2022-01,127,47,307513,2421
UChXm-xAYPfygrbyLo2yCASQ,2022-01,218,75,327671,1503
UCevD0wKzJFpfIkvHOiQsfLQ,2022-01,188,61,181162,963
UCoztvTULBYd3WmStqYeoHcA,2022-01,604,217,1305544,2161
UCPkhI1WcLilaKu44B5p0jZg,2022-01,69,33,85080,1233
UC7HixHznciTQf1DhlbBIZmA,2022-01,86,18,31576,367
UCtAvQ5U0aXyKwm2i4GqFgJg,2022-01,200,114,390193,1950
UCFjU-kRnqfn9wtcGsFbe7aA,2022-01,5,5,11888,2377
UCB7sSUNwh_dXE7ZL3DsGDpw,2022-01,10,6,5789,578
UCkkdEmzZHMp9xqs_F7v1EQQ,2022-01,156,73,99702,639
UCc5bWVuWyL74ngKNjm49hdw,2022-01,191,102,262687,1375
UCpLvJ42sm-edPGF8pKJonOQ,2022-01,128,26,79111,618
UCJQMHCFjVZOVRYafR6gY04Q,2022-01,18,10,27472,1526
UC3ymRo2Xj8h1tyRGjQsyFaw,2022-01,94,26,97676,1039
UClS6k3w1sPwlVFqK3-yID5A,2022-01,24,11,28958,1206
UCQaGj_l3dqmGWJLEbEmwgFQ,2022-01,282,51,55653,197
UCNwo7eikmX5HPs7NedWVBgw,2022-01,59,38,73368,1243
UC6tSB9TnO0f01OBeo9UEJZA,2022-01,2187,541,837502,382
UCeb76eafe-6kE0D4u7lOWbg,2022-01,22,18,29816,1355
UCNJwC2OjJ0Hsc2HT1D6jmJw,2022-01,145,69,52292,360
UCq6EBsKaFIUpac6fPkGu2PQ,2022-01,158,40,48972,309
UCTew_otbB25Ui2TQp2svHbg,2022-01,85,21,276069,3247
UC8oLBzcFC-aXPd0q-WuGWSw,2022-01,212,98,193110,910
UCE0KFKU_O2FkHljyayB7kXw,2022-01,4,4,2393,598
UCxfyW58K88YepKgIS1BLmOg,2022-01,95,42,87464,920
UCMMnAFarbXqv6SEImoANlAQ,2022-01,73,41,61065,836
UCPvGypSgfDkVe7JG2KygK7A,2022-01,79,64,84082,1064
UCZwsOhl_T0k2Sgf7S3JReNQ,2022-01,30,15,29384,979
UC8QEgcJgjrJWy4B43aXxsAQ,2022-01,501,231,1391941,2778
UCLOnKw76ypBM5PeYr4OdkJQ,2022-01,111,25,68115,613
UC4PrHgUcAtOoj_LKmUL-uLQ,2022-01,243,114,346292,1425
UCnqDxEcVsvt7WpDy0px1HgA,2022-01,41,32,82043,2001
UCoupL81t75_Z4XRKzOSHLbg,2022-01,14,12,21154,1511
UCwi4P78SVunSYAGrvC9aKcw,2022-01,3,3,12860,4286
UCk7UMlCJ6dlluad9GLKhHzg,2022-01,40,33,115252,2881
UC3lNFeJiTq6L3UWoz4g1e-A,2022-01,22,18,56612,2573
UCyRkQSuhJILuGOuXk10voPg,2022-01,19,12,7708,405
UCALvlEyjxjF5jnheSl0oSxw,2022-01,8,3,7468,933
UCpQBfGlXMoyu9eIgQDSHs2A,2022-01,92,34,74074,805
UCSlcMof1GIPvH6H_VcknCbQ,2022-01,46,31,37110,806
UCPd0Z22gF43dUidPYEQO5-w,2022-01,77,47,100763,1308
UCDG8K9g6qo8gX4jCjsqUVzA,2022-01,137,82,161422,1178
UCiSRx1a2k-0tOg-fs6gAolQ,2022-01,27,25,31999,1185
UCvnO_CTJr80qayp5JFEf3Fw,2022-01,31,19,160128,5165
UC-o-E6I3IC2q8sAoAuM6Umg,2022-01,263,182,509966,1939
UC0u_-3zgLkSYpQOxlBi-5Ng,2022-01,190,82,216242,1138
UCFrH3bfn7gDeV29wrHHM80g,2022-01,39,17,31571,809
UCZgOv3YDEs-ZnZWDYVwJdmA,2022-01,219,90,199208,909
UCPH7d3YxfeH56FG-UyPAB1g,2022-01,14,14,38823,2773
UCpRXCTyNNa-MnjhK6gisnRw,2022-01,5,4,3471,694
UCjQxLH9yqYXowVtH7a-6L-Q,2022-01,1,1,71,71
UC-tS2U8BB8qTo2tVhoZ30Aw,2022-01,58,23,48832,841
UCFvEuP2EDkvrgJpHI6-pyNw,2022-01,34,13,11187,329
UCwvycbDmTqmtVTkl9eUp0cA,2022-01,19,9,31611,1663
UC0QzO6nK1cEDZvJSt2769Zw,2022-01,3,3,1700,566
UCHWOl8IRo1qiFDH5Qo1mckw,2022-01,18,10,10598,588
UCrKS2bOUZDXA_R3qhCux7ow,2022-01,6,4,1011,168
UCk5r533QVMgJUdWwqegH2TA,2022-01,5,5,4562,912
UCfki3lMEF6SGBFiFfo9kvUA,2022-01,154,113,257722,1673
UCpPuEfqwYbpn7e2jWdQeWew,2022-01,41,26,67772,1652
UCNW1Ex0r6HsWRD4LCtPwvoQ,2022-01,656,501,1842246,2808
UCWImOidHDmm0KK20bkF-rSQ,2022-01,6,6,7948,1324
UCt0clH12Xk1-Ej5PXKGfdPA,2022-01,162,108,479750,2961
UCElr8slMrY-Cr764_QIJHPA,2022-01,572,60,295993,517
UCQ7KYc1-IMQ8_Uz7XTE5DWw,2022-01,3,2,2458,819
UCBiqkFJljoxAj10SoP2w2Cg,2022-01,66,52,99294,1504
UCtpB6Bvhs1Um93ziEDACQ8g,2022-01,65,52,135177,2079
UCOyYb1c43VlX9rc_lT6NKQw,2022-01,285,160,218025,765
UCSgheR9xOIcQjlkeXqIofLQ,2022-01,282,135,282021,1000
UCn14Z641OthNps7vppBvZFA,2022-01,21,12,40521,1929
UCVbRXkQP-LumaBzfw-wsrrg,2022-01,359,105,421820,1174
UCsiKFVHkQSMlSe0vaCG0anw,2022-01,26,23,24660,948
UCsVUXbx_h0YEvfH41Zwa_5w,2022-01,3,3,3216,1072
UC7CtvN04ublW4LGTPksG6mg,2022-01,191,73,157871,826
UCoWH3sDpeXG1aXmOxveX4KA,2022-01,17,12,44063,2591
UCOSFGQ8d_eLCsjWXwuMh4LA,2022-01,64,57,189603,2962
UCx_zwZuGIS4jxO07kFk8G6Q,2022-01,11,11,19831,1802
UCqTymU8oHTygrEzas_gVBFg,2022-01,3,3,457,152
UCt4YLAed3VpZnh9mJgkLyCw,2022-01,7,6,2824,403
